rep	theta	fst1	fst2	b2_e1	b2_e2
9	0.01870122253538597	0.6	0.5	0.7026730432317022	0.005904062200384942
9	0.01870122253538597	0.6	0.125	0.6506826618198276	0.0004805875650836989
9	0.03497357243180281	0.6	0.25	0.86729372048753	1.790327447760896e-05
9	0.03497357243180281	0.6	0.5	0.8638167413880778	0.0006203059163618018
9	0.03497357243180281	0.6	0.125	0.8550239701011575	0.0014717348337376511
9	0.06540485609045843	0.6	0.25	0.9290510690757022	0.005953226134323371
9	0.06540485609045843	0.6	0.5	0.9149583776541212	0.5204007519877184
9	0.06540485609045843	0.6	0.125	0.9271711004126085	0.000859860842732256
9	0.12231507686425569	0.6	0.25	0.9665830419390125	0.46786516748000506
9	0.12231507686425569	0.6	0.5	0.9632636752990096	0.8499541110531698
9	0.12231507686425569	0.6	0.125	0.9630978884447257	0.004047586298442205
9	0.22874414718712846	0.6	0.25	0.97654910291566	0.8372541107745488
9	0.22874414718712846	0.6	0.5	0.97525891049826	0.929435081120725
9	0.22874414718712846	0.6	0.125	0.9815074828636924	0.5795347266952223
9	0.4277795200213573	0.6	0.25	0.9883977988984354	0.9348051373808297
9	0.4277795200213573	0.6	0.5	0.9825761918002848	0.9660445169394254
9	0.4277795200213573	0.6	0.125	0.9859831677648141	0.8687603665383847
9	0.8	0.6	0.25	0.9788211716425363	0.9726043859627738
9	0.8	0.6	0.5	0.001867621850666517	0.0019119407664172786
9	0.8	0.6	0.125	0.9886535471934034	0.9578287091307327
10	0.010000000000000005	0.6	0.25	0.1210574784964476	1.2075758212900327e-06
10	0.010000000000000005	0.6	0.5	0.3130068850500809	0.0008585148552971121
10	0.010000000000000005	0.6	0.125	0.25667445684009393	0.00012675314268207396
10	0.01870122253538597	0.6	0.25	0.6385101653626286	0.000712333592048056
10	0.01870122253538597	0.6	0.5	0.5836624478478557	0.00018959158880455776
10	0.01870122253538597	0.6	0.125	0.6576057737178688	0.0007325959566278648
10	0.03497357243180281	0.6	0.25	0.8561557186895385	0.0005905452525410954
10	0.03497357243180281	0.6	0.5	0.8639585708001685	0.006568153396183713
10	0.03497357243180281	0.6	0.125	0.8784893601774788	0.0004042628031598703
10	0.06540485609045843	0.6	0.25	0.9353430433611968	0.0005159163236682552
10	0.06540485609045843	0.6	0.5	0.9193689798995873	0.583708211118618
10	0.06540485609045843	0.6	0.125	0.9259880133745689	0.0016090281630334066
10	0.12231507686425569	0.6	0.25	0.9659423485364337	0.4921231072079246
10	0.12231507686425569	0.6	0.5	0.9576679571772728	0.8193443214431448
10	0.12231507686425569	0.6	0.125	0.9667427886411047	0.004537263701024841
10	0.22874414718712846	0.6	0.25	0.9793286418119307	0.8456976815311806
10	0.22874414718712846	0.6	0.5	0.9783660549668726	0.9333368364084484
10	0.22874414718712846	0.6	0.125	0.9810947321396739	0.45136150226420296
10	0.4277795200213573	0.6	0.25	0.9882372134971232	0.9297352646864071
10	0.4277795200213573	0.6	0.5	0.9862444129726181	0.9679662207330391
10	0.4277795200213573	0.6	0.125	0.9891731691268516	0.8686447939319052
10	0.8	0.6	0.25	0.9806537018594246	0.9719107738580437
10	0.8	0.6	0.5	0.008442230825671667	0.008687161297788144
10	0.8	0.6	0.125	0.9876403301438349	0.9596871115401923
11	0.010000000000000005	0.6	0.25	0.1736446832455956	0.000100192681217046
11	0.010000000000000005	0.6	0.5	0.09949372875933613	0.005887526998329559
11	0.010000000000000005	0.6	0.125	0.39728561241379945	0.0001111895446012791
11	0.01870122253538597	0.6	0.25	0.7083936133528758	0.0005671124620985363
11	0.01870122253538597	0.6	0.5	0.6562371569453237	0.0002634173726503
11	0.01870122253538597	0.6	0.125	0.6838506901037502	4.7134204193948466e-05
11	0.03497357243180281	0.6	0.25	0.8533432015123179	0.006756465762170459
11	0.03497357243180281	0.6	0.5	0.8710411237148372	0.03369719561078266
11	0.03497357243180281	0.6	0.125	0.8537618868512046	4.487365957167161e-06
