Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
A9 5000 0.01 1000 5e+06 0.770953353251688 3.61534944718128e-08 0.5 0.125
A10 5000 0.01 1000 5e+06 0.806260367972906 5.91957583873656e-05 0.5 0.125
A11 5000 0.01 1000 5e+06 0.770189279741814 0.000131105607881372 0.5 0.125
A12 5000 0.01 1000 5e+06 0.782136037355279 0.000109338968338235 0.5 0.125
A13 5000 0.01 1000 5e+06 0.774842055757494 0.000260126475802602 0.5 0.125
A14 5000 0.01 1000 5e+06 0.774254198649064 0.000205139323034315 0.5 0.125
A15 5000 0.01 1000 5e+06 0.768185360545873 4.03184873941412e-05 0.5 0.125
A16 5000 0.01 1000 5e+06 0.77717338499879 0.000773801706319011 0.5 0.125
A17 5000 0.01 1000 5e+06 0.771044983154982 1.46745486837964e-06 0.5 0.125
A18 5000 0.01 1000 5e+06 0.777227041100148 0.000422379329526308 0.5 0.125
A19 5000 0.01 1000 5e+06 0.762538183160777 0.000193193886914254 0.5 0.125
A20 5000 0.01 1000 5e+06 0.780844533001547 5.36711307511725e-05 0.5 0.125
A1 5000 0.019 1000 5e+06 0.865790912496498 0.000799693785904299 0.5 0.125
A2 5000 0.019 1000 5e+06 0.875365408512848 0.00253916191067213 0.5 0.125
A3 5000 0.019 1000 5e+06 0.871204301680366 1.35387034669046e-05 0.5 0.125
A4 5000 0.019 1000 5e+06 0.864814178177799 4.97550996449722e-07 0.5 0.125
A5 5000 0.019 1000 5e+06 0.863715130744333 0.00308218070013651 0.5 0.125
A6 5000 0.019 1000 5e+06 0.866718049778342 0.00716826493206058 0.5 0.125
A7 5000 0.019 1000 5e+06 0.876515411436441 0.000265118409116643 0.5 0.125
A8 5000 0.019 1000 5e+06 0.874784901101033 0.000131299864308494 0.5 0.125
A9 5000 0.019 1000 5e+06 0.866799340207267 0.00073015511648997 0.5 0.125
A10 5000 0.019 1000 5e+06 0.880241093802852 0.00439122338176314 0.5 0.125
A11 5000 0.019 1000 5e+06 0.870407633065265 0.000234443716671334 0.5 0.125
A12 5000 0.019 1000 5e+06 0.869997862638576 0.000364060388561961 0.5 0.125
A13 5000 0.019 1000 5e+06 0.875997478626144 0.000496763541518585 0.5 0.125
A14 5000 0.019 1000 5e+06 0.858501122602405 1.14944140579114e-05 0.5 0.125
A15 5000 0.019 1000 5e+06 0.872331741952779 0.00272249239914114 0.5 0.125
A16 5000 0.019 1000 5e+06 0.860641414727525 0.00106993446894361 0.5 0.125
A17 5000 0.019 1000 5e+06 0.865279860384712 0.00144775182024796 0.5 0.125
A18 5000 0.019 1000 5e+06 0.857570540640384 0.000699735599413063 0.5 0.125
A19 5000 0.019 1000 5e+06 0.866426418434039 0.000402297513657014 0.5 0.125
A20 5000 0.019 1000 5e+06 0.876972012787637 0.00250144908105297 0.5 0.125
A1 5000 0.035 1000 5e+06 0.922399236597926 0.00134075852923994 0.5 0.125
A2 5000 0.035 1000 5e+06 0.919553702900765 0.005396801562287 0.5 0.125
A3 5000 0.035 1000 5e+06 0.9234116526268 0.00239196272592094 0.5 0.125
A4 5000 0.035 1000 5e+06 0.926611359978405 0.00407735360792054 0.5 0.125
A5 5000 0.035 1000 5e+06 0.922816801233602 0.00472175894707302 0.5 0.125
A6 5000 0.035 1000 5e+06 0.922435045654321 3.85006641690948e-05 0.5 0.125
A7 5000 0.035 1000 5e+06 0.92737046933097 0.006889448922475 0.5 0.125
A8 5000 0.035 1000 5e+06 0.922815599981154 6.68870511802342e-05 0.5 0.125
A9 5000 0.035 1000 5e+06 0.922845820973907 0.0176788529870103 0.5 0.125
A10 5000 0.035 1000 5e+06 0.927004876006272 0.0059058273636686 0.5 0.125
A11 5000 0.035 1000 5e+06 0.923755137102146 1.16625537265752e-05 0.5 0.125
A12 5000 0.035 1000 5e+06 0.924280000428201 0.00812814808125616 0.5 0.125
A13 5000 0.035 1000 5e+06 0.921605444080777 0.000966793369660091 0.5 0.125
A14 5000 0.035 1000 5e+06 0.92264244607436 0.00448328999579498 0.5 0.125
A15 5000 0.035 1000 5e+06 0.921416709196754 1.44349108041831e-05 0.5 0.125
A16 5000 0.035 1000 5e+06 0.924812356360024 5.63328201904764e-05 0.5 0.125
A17 5000 0.035 1000 5e+06 0.925323070021837 0.000120148527698004 0.5 0.125
A18 5000 0.035 1000 5e+06 0.922092463032994 0.0156030101214487 0.5 0.125
A19 5000 0.035 1000 5e+06 0.924994798812016 0.0047930341551578 0.5 0.125
A20 5000 0.035 1000 5e+06 0.925416593656803 0.000253419407705714 0.5 0.125
A1 5000 0.065 1000 5e+06 0.956060682703244 0.374238470906962 0.5 0.125
A2 5000 0.065 1000 5e+06 0.956278308885125 0.406175233527025 0.5 0.125
A3 5000 0.065 1000 5e+06 0.957788002590113 0.585555619594637 0.5 0.125
A4 5000 0.065 1000 5e+06 0.953744203957573 0.309741798563496 0.5 0.125
A5 5000 0.065 1000 5e+06 0.958010367834873 0.270056162471205 0.5 0.125
A6 5000 0.065 1000 5e+06 0.956428874816485 0.453256650467521 0.5 0.125
A7 5000 0.065 1000 5e+06 0.953924328217744 0.633616765143737 0.5 0.125
A8 5000 0.065 1000 5e+06 0.959103525906887 0.416307816975187 0.5 0.125
A9 5000 0.065 1000 5e+06 0.956436418446959 0.298623561535848 0.5 0.125
A10 5000 0.065 1000 5e+06 0.956116740880567 0.344544300724823 0.5 0.125
A11 5000 0.065 1000 5e+06 0.954992114925765 0.59310427604927 0.5 0.125
A12 5000 0.065 1000 5e+06 0.961094467655689 0.611854899581349 0.5 0.125
A13 5000 0.065 1000 5e+06 0.952461323821254 0.0145364494712493 0.5 0.125
A14 5000 0.065 1000 5e+06 0.958104677765264 0.554131055086528 0.5 0.125
A15 5000 0.065 1000 5e+06 0.958759989700442 0.553973244095884 0.5 0.125
A16 5000 0.065 1000 5e+06 0.955000353184479 0.570510132401565 0.5 0.125
A17 5000 0.065 1000 5e+06 0.953510942012747 0.632670162182633 0.5 0.125
A18 5000 0.065 1000 5e+06 0.957742559017925 0.381141571658262 0.5 0.125
A19 5000 0.065 1000 5e+06 0.954974753660865 0.224715946619279 0.5 0.125
A20 5000 0.065 1000 5e+06 0.955877732791861 0.463971982021021 0.5 0.125
A1 5000 0.122 1000 5e+06 0.975740988075361 0.783460023758081 0.5 0.125
A2 5000 0.122 1000 5e+06 0.97587858444791 0.754711109980819 0.5 0.125
A3 5000 0.122 1000 5e+06 0.97683799556945 0.75884470066659 0.5 0.125
A4 5000 0.122 1000 5e+06 0.976669140028378 0.760785533184872 0.5 0.125
A5 5000 0.122 1000 5e+06 0.976343290136529 0.766518974886227 0.5 0.125
A6 5000 0.122 1000 5e+06 0.973736516189967 0.757076089480633 0.5 0.125
A7 5000 0.122 1000 5e+06 0.977660706073755 0.784116628798437 0.5 0.125
A8 5000 0.122 1000 5e+06 0.976293183547752 0.771009142393579 0.5 0.125
A9 5000 0.122 1000 5e+06 0.975408237595657 0.755603642438952 0.5 0.125
A10 5000 0.122 1000 5e+06 0.974523625000275 0.787394343058069 0.5 0.125
A11 5000 0.122 1000 5e+06 0.975795307046256 0.774106529515977 0.5 0.125
A12 5000 0.122 1000 5e+06 0.976297106960887 0.76915644992879 0.5 0.125
A13 5000 0.122 1000 5e+06 0.975619720526546 0.762657082878297 0.5 0.125
A14 5000 0.122 1000 5e+06 0.974082232675553 0.756093122957687 0.5 0.125
A15 5000 0.122 1000 5e+06 0.975958962403577 0.750102873277597 0.5 0.125
A16 5000 0.122 1000 5e+06 0.97702938903712 0.764817775031154 0.5 0.125
A17 5000 0.122 1000 5e+06 0.976074411299922 0.767683986646119 0.5 0.125
A18 5000 0.122 1000 5e+06 0.973608684099281 0.787754412896952 0.5 0.125
A19 5000 0.122 1000 5e+06 0.974776610036753 0.766490954462602 0.5 0.125
A20 5000 0.122 1000 5e+06 0.976335462156137 0.766771439511098 0.5 0.125
A1 5000 0.229 1000 5e+06 0.985594547183901 0.865247794946551 0.5 0.125
A2 5000 0.229 1000 5e+06 0.984762469917606 0.858290065294759 0.5 0.125
A3 5000 0.229 1000 5e+06 0.986109952742731 0.871598450997102 0.5 0.125
A4 5000 0.229 1000 5e+06 0.986126288991452 0.87427600677696 0.5 0.125
A5 5000 0.229 1000 5e+06 0.985659517034907 0.868898737694414 0.5 0.125
A6 5000 0.229 1000 5e+06 0.987498661480248 0.85834379732628 0.5 0.125
A7 5000 0.229 1000 5e+06 0.985894260016311 0.867378317421641 0.5 0.125
A8 5000 0.229 1000 5e+06 0.986503854746072 0.87285180680556 0.5 0.125
A9 5000 0.229 1000 5e+06 0.987294709289175 0.856099544820265 0.5 0.125
A10 5000 0.229 1000 5e+06 0.986848441071505 0.869970367855872 0.5 0.125
A11 5000 0.229 1000 5e+06 0.987194773587833 0.8754329687421 0.5 0.125
A12 5000 0.229 1000 5e+06 0.985711244863751 0.863604156648384 0.5 0.125
A13 5000 0.229 1000 5e+06 0.986497108647521 0.878630699377231 0.5 0.125
A14 5000 0.229 1000 5e+06 0.986245006041981 0.860978523672348 0.5 0.125
A15 5000 0.229 1000 5e+06 0.986429202324884 0.862773324905275 0.5 0.125
A16 5000 0.229 1000 5e+06 0.986927701904939 0.869540683308879 0.5 0.125
A17 5000 0.229 1000 5e+06 0.985671318640863 0.872409511920541 0.5 0.125
A18 5000 0.229 1000 5e+06 0.987255116381786 0.868292243200112 0.5 0.125
A19 5000 0.229 1000 5e+06 0.984001454599418 0.860433664674422 0.5 0.125
A20 5000 0.229 1000 5e+06 0.986460888094798 0.875151906048858 0.5 0.125
A1 5000 0.428 1000 5e+06 0.991260188502193 0.934202181162839 0.5 0.125
A2 5000 0.428 1000 5e+06 0.990490997271184 0.936513151187927 0.5 0.125
A3 5000 0.428 1000 5e+06 0.990833324196035 0.935436392973524 0.5 0.125
A4 5000 0.428 1000 5e+06 0.991276857881909 0.936915583218788 0.5 0.125
A5 5000 0.428 1000 5e+06 0.990042691091451 0.937337432372689 0.5 0.125
A6 5000 0.428 1000 5e+06 0.991742311284871 0.938283308245244 0.5 0.125
A7 5000 0.428 1000 5e+06 0.990866705372673 0.938622911077439 0.5 0.125
A8 5000 0.428 1000 5e+06 0.990322703893658 0.931137352198248 0.5 0.125
A9 5000 0.428 1000 5e+06 0.990828155639757 0.929154848935582 0.5 0.125
A10 5000 0.428 1000 5e+06 0.991864272373865 0.935150640783013 0.5 0.125
A11 5000 0.428 1000 5e+06 0.991303737388996 0.921769390507916 0.5 0.125
A12 5000 0.428 1000 5e+06 0.991598208208326 0.940994942904189 0.5 0.125
A13 5000 0.428 1000 5e+06 0.991612728112901 0.938771740535329 0.5 0.125
A14 5000 0.428 1000 5e+06 0.991855142629513 0.930434013007571 0.5 0.125
A15 5000 0.428 1000 5e+06 0.991154615026672 0.934028642890027 0.5 0.125
A16 5000 0.428 1000 5e+06 0.991010898788921 0.940099523879022 0.5 0.125
A17 5000 0.428 1000 5e+06 0.991418171031989 0.933140209013864 0.5 0.125
A18 5000 0.428 1000 5e+06 0.991810499111254 0.936559348253303 0.5 0.125
A19 5000 0.428 1000 5e+06 0.992190342887351 0.929540444558432 0.5 0.125
A20 5000 0.428 1000 5e+06 0.991160606490036 0.937377797963784 0.5 0.125
A1 5000 0.8 1000 5e+06 0.988885647905906 0.973630420072022 0.5 0.125
A2 5000 0.8 1000 5e+06 0.990279349223784 0.976577406745576 0.5 0.125
A3 5000 0.8 1000 5e+06 0.990553353303476 0.973401265969156 0.5 0.125
A4 5000 0.8 1000 5e+06 0.987905620633771 0.970670549964774 0.5 0.125
A5 5000 0.8 1000 5e+06 0.990657451219974 0.974281857119504 0.5 0.125
A6 5000 0.8 1000 5e+06 0.989645299309145 0.96954888672453 0.5 0.125
A7 5000 0.8 1000 5e+06 0.990229232779769 0.973981860447575 0.5 0.125
A8 5000 0.8 1000 5e+06 0.989418265469064 0.976334742495593 0.5 0.125
A9 5000 0.8 1000 5e+06 0.987824333201517 0.975099284518793 0.5 0.125
A10 5000 0.8 1000 5e+06 0.99043109592332 0.972235904106295 0.5 0.125
A11 5000 0.8 1000 5e+06 0.988055266615576 0.971730710834644 0.5 0.125
A12 5000 0.8 1000 5e+06 0.988667543649911 0.973799162426884 0.5 0.125
A13 5000 0.8 1000 5e+06 0.990938075484803 0.974716448426043 0.5 0.125
A14 5000 0.8 1000 5e+06 0.989823637285607 0.974331851837906 0.5 0.125
A15 5000 0.8 1000 5e+06 0.990050691733386 0.974603070510105 0.5 0.125
A16 5000 0.8 1000 5e+06 0.988313219889888 0.971877306069453 0.5 0.125
A17 5000 0.8 1000 5e+06 0.990435939676952 0.970609115597339 0.5 0.125
A18 5000 0.8 1000 5e+06 0.990117950272129 0.97451568473787 0.5 0.125
A19 5000 0.8 1000 5e+06 0.990133704761664 0.972799348466375 0.5 0.125
A20 5000 0.8 1000 5e+06 0.989778459601389 0.972940634007802 0.5 0.125
