Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
A14 5000 0.019 1000 5e+06 0.872056192051154 0.00066078094113077 0.5 0.25
A15 5000 0.019 1000 5e+06 0.873132392709528 0.00443131720911537 0.5 0.25
A16 5000 0.019 1000 5e+06 0.869281992674496 0.00304978260410242 0.5 0.25
A17 5000 0.019 1000 5e+06 0.864711305547982 1.43143514261412e-05 0.5 0.25
A18 5000 0.019 1000 5e+06 0.863111830480037 0.00527344123696804 0.5 0.25
A19 5000 0.019 1000 5e+06 0.873350450427019 0.0161430383407137 0.5 0.25
A20 5000 0.019 1000 5e+06 0.873997987217908 1.58845705219301e-05 0.5 0.25
A1 5000 0.035 1000 5e+06 0.926999462381566 0.554443871069975 0.5 0.25
A2 5000 0.035 1000 5e+06 0.921275502267961 0.637751944249803 0.5 0.25
A3 5000 0.035 1000 5e+06 0.920148160061664 0.59084861208461 0.5 0.25
A4 5000 0.035 1000 5e+06 0.923649653383631 0.636332902057586 0.5 0.25
A5 5000 0.035 1000 5e+06 0.917098411986084 0.665021378635543 0.5 0.25
A6 5000 0.035 1000 5e+06 0.92427209712662 0.642235901997425 0.5 0.25
A7 5000 0.035 1000 5e+06 0.920399660340515 0.549655410314986 0.5 0.25
A8 5000 0.035 1000 5e+06 0.9211252427913 0.639549924346782 0.5 0.25
A9 5000 0.035 1000 5e+06 0.926984155563833 0.652699317064194 0.5 0.25
A10 5000 0.035 1000 5e+06 0.922469876932696 0.473491571988339 0.5 0.25
A11 5000 0.035 1000 5e+06 0.924301100067674 0.618050737292758 0.5 0.25
A12 5000 0.035 1000 5e+06 0.920302300586874 0.600276430002577 0.5 0.25
A13 5000 0.035 1000 5e+06 0.926198865045636 0.478695095209613 0.5 0.25
A14 5000 0.035 1000 5e+06 0.919197668074647 0.639961392065052 0.5 0.25
A15 5000 0.035 1000 5e+06 0.917664421035527 0.628136246290241 0.5 0.25
A16 5000 0.035 1000 5e+06 0.920565909899453 0.642621983393201 0.5 0.25
A17 5000 0.035 1000 5e+06 0.919995319800526 0.654578206712313 0.5 0.25
A18 5000 0.035 1000 5e+06 0.923132975960768 0.526153030058624 0.5 0.25
A19 5000 0.035 1000 5e+06 0.92308596554811 0.580264799105072 0.5 0.25
A20 5000 0.035 1000 5e+06 0.916329617957721 0.611512370100232 0.5 0.25
A1 5000 0.065 1000 5e+06 0.958034256932534 0.774864331867262 0.5 0.25
A2 5000 0.065 1000 5e+06 0.955426461991628 0.782171346746443 0.5 0.25
A3 5000 0.065 1000 5e+06 0.952780231693168 0.792188334818533 0.5 0.25
A4 5000 0.065 1000 5e+06 0.955870375562901 0.772271713893375 0.5 0.25
A5 5000 0.065 1000 5e+06 0.956520522253305 0.777567284482204 0.5 0.25
A6 5000 0.065 1000 5e+06 0.956686419603242 0.776029760717851 0.5 0.25
A7 5000 0.065 1000 5e+06 0.957489334045774 0.767767523766657 0.5 0.25
A8 5000 0.065 1000 5e+06 0.957538253024345 0.767912847378425 0.5 0.25
A9 5000 0.065 1000 5e+06 0.955606751252283 0.767880655266531 0.5 0.25
A10 5000 0.065 1000 5e+06 0.959597197611903 0.768259719438508 0.5 0.25
A11 5000 0.065 1000 5e+06 0.953364296660825 0.773256120213611 0.5 0.25
A12 5000 0.065 1000 5e+06 0.953387295419534 0.773046695415515 0.5 0.25
A13 5000 0.065 1000 5e+06 0.957848039776001 0.765286331786943 0.5 0.25
A14 5000 0.065 1000 5e+06 0.954825157581594 0.791485656982332 0.5 0.25
A15 5000 0.065 1000 5e+06 0.955923051315722 0.754153218790232 0.5 0.25
A16 5000 0.065 1000 5e+06 0.955086645821136 0.747443885537085 0.5 0.25
A17 5000 0.065 1000 5e+06 0.95857176862973 0.766873506744558 0.5 0.25
A18 5000 0.065 1000 5e+06 0.955040918047302 0.769470552337772 0.5 0.25
A19 5000 0.065 1000 5e+06 0.952977520937918 0.789517907283903 0.5 0.25
A20 5000 0.065 1000 5e+06 0.956253471814176 0.7782829640813 0.5 0.25
A1 5000 0.122 1000 5e+06 0.972965977306558 0.868484587304704 0.5 0.25
A2 5000 0.122 1000 5e+06 0.971854093631293 0.85273368762802 0.5 0.25
A3 5000 0.122 1000 5e+06 0.975993128794648 0.865580467526996 0.5 0.25
A4 5000 0.122 1000 5e+06 0.975452241038124 0.860952806132229 0.5 0.25
A5 5000 0.122 1000 5e+06 0.977492000719117 0.866725184221138 0.5 0.25
A6 5000 0.122 1000 5e+06 0.97762970168577 0.875876595811243 0.5 0.25
A7 5000 0.122 1000 5e+06 0.974192004420557 0.868809007510962 0.5 0.25
A8 5000 0.122 1000 5e+06 0.975634133876675 0.867981514695128 0.5 0.25
A9 5000 0.122 1000 5e+06 0.975039769127138 0.868290877518531 0.5 0.25
A10 5000 0.122 1000 5e+06 0.972451777555854 0.864722423775038 0.5 0.25
A11 5000 0.122 1000 5e+06 0.97420868415812 0.867855385690866 0.5 0.25
A12 5000 0.122 1000 5e+06 0.978509866625846 0.862037558645553 0.5 0.25
A13 5000 0.122 1000 5e+06 0.975509126869769 0.874540596292251 0.5 0.25
A14 5000 0.122 1000 5e+06 0.975948308116453 0.856265860886027 0.5 0.25
A15 5000 0.122 1000 5e+06 0.975871898988829 0.870590912206402 0.5 0.25
A16 5000 0.122 1000 5e+06 0.975621570505305 0.864883994483256 0.5 0.25
A17 5000 0.122 1000 5e+06 0.973336661581293 0.877297634298974 0.5 0.25
A18 5000 0.122 1000 5e+06 0.974786877131608 0.870424334628819 0.5 0.25
A19 5000 0.122 1000 5e+06 0.975516099742063 0.869566301112377 0.5 0.25
A20 5000 0.122 1000 5e+06 0.976025304561556 0.855828534878159 0.5 0.25
A1 5000 0.229 1000 5e+06 0.985128087047658 0.934023511408922 0.5 0.25
A2 5000 0.229 1000 5e+06 0.985561422779236 0.931921618500703 0.5 0.25
A3 5000 0.229 1000 5e+06 0.986058724673903 0.937606719845881 0.5 0.25
A4 5000 0.229 1000 5e+06 0.984948441057636 0.924171607510334 0.5 0.25
A5 5000 0.229 1000 5e+06 0.985815424286894 0.928834668025512 0.5 0.25
A6 5000 0.229 1000 5e+06 0.985261880275596 0.92726683314487 0.5 0.25
A7 5000 0.229 1000 5e+06 0.984569217743148 0.928911073089376 0.5 0.25
A8 5000 0.229 1000 5e+06 0.985188301945457 0.932768191305229 0.5 0.25
A9 5000 0.229 1000 5e+06 0.984897682435469 0.923810988685702 0.5 0.25
A10 5000 0.229 1000 5e+06 0.984801522672214 0.926384931486723 0.5 0.25
A11 5000 0.229 1000 5e+06 0.984190644681082 0.926824493056138 0.5 0.25
A12 5000 0.229 1000 5e+06 0.98532938278425 0.926391785172899 0.5 0.25
A13 5000 0.229 1000 5e+06 0.986432213608325 0.929032682987103 0.5 0.25
A14 5000 0.229 1000 5e+06 0.984820633655521 0.931341791544355 0.5 0.25
A15 5000 0.229 1000 5e+06 0.985768157231603 0.927096681488993 0.5 0.25
A16 5000 0.229 1000 5e+06 0.985460871810228 0.929403711941611 0.5 0.25
A17 5000 0.229 1000 5e+06 0.984730527183345 0.927499878039729 0.5 0.25
A18 5000 0.229 1000 5e+06 0.985713123572974 0.925457092050431 0.5 0.25
A19 5000 0.229 1000 5e+06 0.986869219523186 0.930928717400759 0.5 0.25
A20 5000 0.229 1000 5e+06 0.986084440348542 0.925207489876486 0.5 0.25
A1 5000 0.428 1000 5e+06 0.990845477951479 0.966979452873416 0.5 0.25
A2 5000 0.428 1000 5e+06 0.990508305480816 0.962341708461585 0.5 0.25
A3 5000 0.428 1000 5e+06 0.99090128317273 0.967198678699809 0.5 0.25
A4 5000 0.428 1000 5e+06 0.990507374166159 0.968611341631326 0.5 0.25
A5 5000 0.428 1000 5e+06 0.990136394869835 0.966477212510415 0.5 0.25
A6 5000 0.428 1000 5e+06 0.990657773815417 0.963624093105171 0.5 0.25
A7 5000 0.428 1000 5e+06 0.989601957569358 0.963378367650891 0.5 0.25
A8 5000 0.428 1000 5e+06 0.985915737769869 0.965160172297066 0.5 0.25
A9 5000 0.428 1000 5e+06 0.990104476098839 0.960129361391947 0.5 0.25
A10 5000 0.428 1000 5e+06 0.990329380290354 0.965941521697603 0.5 0.25
A11 5000 0.428 1000 5e+06 0.991402708671733 0.967077432109235 0.5 0.25
A12 5000 0.428 1000 5e+06 0.990041783796124 0.965276686186007 0.5 0.25
A13 5000 0.428 1000 5e+06 0.991431412748388 0.965831939497154 0.5 0.25
A14 5000 0.428 1000 5e+06 0.991407815340747 0.965414997652027 0.5 0.25
A15 5000 0.428 1000 5e+06 0.990570381886227 0.963972274701811 0.5 0.25
A16 5000 0.428 1000 5e+06 0.990552436395109 0.966882226306767 0.5 0.25
A17 5000 0.428 1000 5e+06 0.990583465043819 0.965621270935302 0.5 0.25
A18 5000 0.428 1000 5e+06 0.990296797030904 0.961634079226763 0.5 0.25
A19 5000 0.428 1000 5e+06 0.990510276154715 0.965026477828399 0.5 0.25
A20 5000 0.428 1000 5e+06 0.98916728137033 0.963436466553244 0.5 0.25
A1 5000 0.8 1000 5e+06 0.988406906866739 0.985375559590975 0.5 0.25
A2 5000 0.8 1000 5e+06 0.989722126589377 0.985514343610576 0.5 0.25
A3 5000 0.8 1000 5e+06 0.980293842135837 0.977113598342175 0.5 0.25
A4 5000 0.8 1000 5e+06 0.989579833696677 0.98435277023868 0.5 0.25
A5 5000 0.8 1000 5e+06 0.988426899939634 0.982291074883494 0.5 0.25
A6 5000 0.8 1000 5e+06 0.985082940853395 0.980896523192107 0.5 0.25
A7 5000 0.8 1000 5e+06 0.972072500216277 0.96768237721875 0.5 0.25
A8 5000 0.8 1000 5e+06 0.988588026798768 0.984987152660713 0.5 0.25
A9 5000 0.8 1000 5e+06 0.988540996738863 0.986260542528935 0.5 0.25
A10 5000 0.8 1000 5e+06 0.986887515539474 0.982235727878999 0.5 0.25
A11 5000 0.8 1000 5e+06 0.961897128513984 0.958976058474751 0.5 0.25
A12 5000 0.8 1000 5e+06 0.98210399812842 0.977376703030692 0.5 0.25
A13 5000 0.8 1000 5e+06 0.98815287079899 0.98181622738792 0.5 0.25
A14 5000 0.8 1000 5e+06 0.949383417962461 0.947535707208669 0.5 0.25
A15 5000 0.8 1000 5e+06 0.98138898700572 0.97758994577738 0.5 0.25
A16 5000 0.8 1000 5e+06 0.973068079306982 0.969236875416182 0.5 0.25
A17 5000 0.8 1000 5e+06 0.984796888942843 0.981328529217537 0.5 0.25
A18 5000 0.8 1000 5e+06 0.968413895650919 0.964452026964379 0.5 0.25
A19 5000 0.8 1000 5e+06 0.977161672744652 0.9730883642982 0.5 0.25
A20 5000 0.8 1000 5e+06 0.988767519345861 0.985245841820504 0.5 0.25
A1 5000 0.01 1000 5e+06 0.75372895672344 0.00462393034229724 0.5 0.5
A2 5000 0.01 1000 5e+06 0.754190989531872 4.86136064150082e-05 0.5 0.5
A3 5000 0.01 1000 5e+06 0.761627745873936 0.0045050875888998 0.5 0.5
A4 5000 0.01 1000 5e+06 0.755033547721746 0.00477847862364247 0.5 0.5
A5 5000 0.01 1000 5e+06 0.750768487568668 7.79461929793855e-06 0.5 0.5
A6 5000 0.01 1000 5e+06 0.771869518157288 0.00049099482540657 0.5 0.5
A7 5000 0.01 1000 5e+06 0.741460281124116 0.0153174345890829 0.5 0.5
A8 5000 0.01 1000 5e+06 0.752563538616647 0.0184391255042631 0.5 0.5
A9 5000 0.01 1000 5e+06 0.750578723918383 0.000709162550881539 0.5 0.5
A10 5000 0.01 1000 5e+06 0.75439060421418 0.00389671297236139 0.5 0.5
A11 5000 0.01 1000 5e+06 0.756141967154371 0.0233983092795633 0.5 0.5
A12 5000 0.01 1000 5e+06 0.767805834342119 0.0307153714602016 0.5 0.5
A13 5000 0.01 1000 5e+06 0.74222646837619 0.000229595302724661 0.5 0.5
A14 5000 0.01 1000 5e+06 0.752275748412136 0.000447903422365481 0.5 0.5
A15 5000 0.01 1000 5e+06 0.761174551981527 0.0164744599367547 0.5 0.5
A16 5000 0.01 1000 5e+06 0.745698647640742 7.27079710636761e-05 0.5 0.5
A17 5000 0.01 1000 5e+06 0.747608476017175 3.77446971589696e-05 0.5 0.5
A18 5000 0.01 1000 5e+06 0.779627789546588 0.0117317492003648 0.5 0.5
A19 5000 0.01 1000 5e+06 0.757966239203865 0.0034493023920422 0.5 0.5
A20 5000 0.01 1000 5e+06 0.755581669679703 0.000101861859277284 0.5 0.5
A1 5000 0.019 1000 5e+06 0.8517326108865 0.658215113288995 0.5 0.5
A2 5000 0.019 1000 5e+06 0.853270438211304 0.682264717634183 0.5 0.5
A3 5000 0.019 1000 5e+06 0.860243211004953 0.670138249609501 0.5 0.5
A4 5000 0.019 1000 5e+06 0.860661552603952 0.675952193636866 0.5 0.5
A5 5000 0.019 1000 5e+06 0.852870352929924 0.677045668150071 0.5 0.5
A6 5000 0.019 1000 5e+06 0.866243836142515 0.642096457012482 0.5 0.5
A7 5000 0.019 1000 5e+06 0.858775320701186 0.647714719975266 0.5 0.5
A8 5000 0.019 1000 5e+06 0.866673001140184 0.656822113233329 0.5 0.5
A9 5000 0.019 1000 5e+06 0.854934854706374 0.441836717149162 0.5 0.5
A10 5000 0.019 1000 5e+06 0.850255103094079 0.678528147824853 0.5 0.5
A11 5000 0.019 1000 5e+06 0.856048373018484 0.674152343780955 0.5 0.5
A12 5000 0.019 1000 5e+06 0.853812240355902 0.655985654128381 0.5 0.5
A13 5000 0.019 1000 5e+06 0.845125323534511 0.655381442915289 0.5 0.5
A14 5000 0.019 1000 5e+06 0.855000573387672 0.673594897233309 0.5 0.5
A15 5000 0.019 1000 5e+06 0.855994530523117 0.672158005167627 0.5 0.5
A16 5000 0.019 1000 5e+06 0.865770398786528 0.678140802398353 0.5 0.5
A17 5000 0.019 1000 5e+06 0.84931096016092 0.669686028851443 0.5 0.5
A18 5000 0.019 1000 5e+06 0.85814891598643 0.671949815900411 0.5 0.5
A19 5000 0.019 1000 5e+06 0.8643841077074 0.660246038050221 0.5 0.5
A20 5000 0.019 1000 5e+06 0.857188672235838 0.65871365485339 0.5 0.5
A1 5000 0.035 1000 5e+06 0.902238874275558 0.783278520326145 0.5 0.5
A2 5000 0.035 1000 5e+06 0.919157196789912 0.791977939039634 0.5 0.5
A3 5000 0.035 1000 5e+06 0.916340409546158 0.791587029828627 0.5 0.5
A4 5000 0.035 1000 5e+06 0.913925391699815 0.801346345068874 0.5 0.5
A5 5000 0.035 1000 5e+06 0.911979968020279 0.791942616855049 0.5 0.5
A6 5000 0.035 1000 5e+06 0.917248176321305 0.789070564784939 0.5 0.5
A7 5000 0.035 1000 5e+06 0.913254772155713 0.797685150320822 0.5 0.5
A8 5000 0.035 1000 5e+06 0.913605849222226 0.790960487530282 0.5 0.5
A9 5000 0.035 1000 5e+06 0.913300252419053 0.789109443509105 0.5 0.5
A10 5000 0.035 1000 5e+06 0.924400000321807 0.787719766518205 0.5 0.5
A11 5000 0.035 1000 5e+06 0.914594622211875 0.786980483511882 0.5 0.5
A12 5000 0.035 1000 5e+06 0.916661146332934 0.777178046089418 0.5 0.5
A13 5000 0.035 1000 5e+06 0.911212460980608 0.793984818602019 0.5 0.5
A14 5000 0.035 1000 5e+06 0.914933563209369 0.785559274966067 0.5 0.5
A15 5000 0.035 1000 5e+06 0.916557923605216 0.797338669506748 0.5 0.5
A16 5000 0.035 1000 5e+06 0.908499961126727 0.777052310592496 0.5 0.5
A17 5000 0.035 1000 5e+06 0.913941782754635 0.794142047949821 0.5 0.5
A18 5000 0.035 1000 5e+06 0.917878221887401 0.801804772131048 0.5 0.5
A19 5000 0.035 1000 5e+06 0.914192049574131 0.787941371318791 0.5 0.5
A20 5000 0.035 1000 5e+06 0.917108096705834 0.775404554586543 0.5 0.5
A1 5000 0.065 1000 5e+06 0.948185322656835 0.879102269830545 0.5 0.5
A2 5000 0.065 1000 5e+06 0.95118388771673 0.866867520732605 0.5 0.5
A3 5000 0.065 1000 5e+06 0.953468615404663 0.881863615759051 0.5 0.5
A4 5000 0.065 1000 5e+06 0.951306906591159 0.871895273244749 0.5 0.5
A5 5000 0.065 1000 5e+06 0.951764703475154 0.880916127866949 0.5 0.5
A6 5000 0.065 1000 5e+06 0.950446224688043 0.874451139213544 0.5 0.5
A7 5000 0.065 1000 5e+06 0.951546879395625 0.877849054972423 0.5 0.5
A8 5000 0.065 1000 5e+06 0.953042700101195 0.877619939235881 0.5 0.5
A9 5000 0.065 1000 5e+06 0.951717573480657 0.863948091691553 0.5 0.5
A10 5000 0.065 1000 5e+06 0.94985030066912 0.876740355054498 0.5 0.5
A11 5000 0.065 1000 5e+06 0.948343516639258 0.881458770633711 0.5 0.5
A12 5000 0.065 1000 5e+06 0.949862885235311 0.871269538208228 0.5 0.5
A13 5000 0.065 1000 5e+06 0.954378827181389 0.873604662897692 0.5 0.5
A14 5000 0.065 1000 5e+06 0.950080835360799 0.879935000588907 0.5 0.5
A15 5000 0.065 1000 5e+06 0.95087234427598 0.886822273966178 0.5 0.5
A16 5000 0.065 1000 5e+06 0.953421180065952 0.882407546159645 0.5 0.5
A17 5000 0.065 1000 5e+06 0.952747806740043 0.868341081079367 0.5 0.5
A18 5000 0.065 1000 5e+06 0.953482607049708 0.862902711926418 0.5 0.5
A19 5000 0.065 1000 5e+06 0.947534421042252 0.880102791407474 0.5 0.5
A20 5000 0.065 1000 5e+06 0.953071434466326 0.873365081992612 0.5 0.5
A1 5000 0.122 1000 5e+06 0.971438193552197 0.933662781891415 0.5 0.5
A2 5000 0.122 1000 5e+06 0.972688593997219 0.927590539514121 0.5 0.5
A3 5000 0.122 1000 5e+06 0.970084629013888 0.937941066176267 0.5 0.5
A4 5000 0.122 1000 5e+06 0.967647225891965 0.924861177818182 0.5 0.5
A5 5000 0.122 1000 5e+06 0.971667158940043 0.933801238745936 0.5 0.5
A6 5000 0.122 1000 5e+06 0.973639250832754 0.930102951290608 0.5 0.5
A7 5000 0.122 1000 5e+06 0.973710718741923 0.933298653774421 0.5 0.5
A8 5000 0.122 1000 5e+06 0.970319165022313 0.926528343952732 0.5 0.5
A9 5000 0.122 1000 5e+06 0.966797614383153 0.928605311324054 0.5 0.5
A10 5000 0.122 1000 5e+06 0.973415627956481 0.934452492434108 0.5 0.5
A11 5000 0.122 1000 5e+06 0.972037189653326 0.935072314059428 0.5 0.5
A12 5000 0.122 1000 5e+06 0.971024783670039 0.928217900597159 0.5 0.5
A13 5000 0.122 1000 5e+06 0.973931595140594 0.932948127094018 0.5 0.5
A14 5000 0.122 1000 5e+06 0.972339687662526 0.930620733255768 0.5 0.5
A15 5000 0.122 1000 5e+06 0.974289098267931 0.931668317087445 0.5 0.5
A16 5000 0.122 1000 5e+06 0.969864593051559 0.929619128295763 0.5 0.5
A17 5000 0.122 1000 5e+06 0.967817572851681 0.929750404161544 0.5 0.5
A18 5000 0.122 1000 5e+06 0.972580821589032 0.92253128469877 0.5 0.5
A19 5000 0.122 1000 5e+06 0.970752788882372 0.933875139296678 0.5 0.5
A20 5000 0.122 1000 5e+06 0.974983568620343 0.927845246480121 0.5 0.5
A1 5000 0.229 1000 5e+06 0.984325684402535 0.965839478436496 0.5 0.5
A2 5000 0.229 1000 5e+06 0.981534135702347 0.958453524645134 0.5 0.5
A3 5000 0.229 1000 5e+06 0.983583242370795 0.962229398750917 0.5 0.5
A4 5000 0.229 1000 5e+06 0.977275693508726 0.956212281026895 0.5 0.5
A5 5000 0.229 1000 5e+06 0.984715005021057 0.962557951285959 0.5 0.5
A6 5000 0.229 1000 5e+06 0.983654331010462 0.963190750751038 0.5 0.5
A7 5000 0.229 1000 5e+06 0.982611650429379 0.963759455599536 0.5 0.5
A8 5000 0.229 1000 5e+06 0.983903069319039 0.964893768577301 0.5 0.5
A9 5000 0.229 1000 5e+06 0.983433700340095 0.964219125074434 0.5 0.5
A10 5000 0.229 1000 5e+06 0.983635168764312 0.962766503476708 0.5 0.5
A11 5000 0.229 1000 5e+06 0.983373162034632 0.965350819015041 0.5 0.5
A12 5000 0.229 1000 5e+06 0.983562226048004 0.964491524543537 0.5 0.5
A13 5000 0.229 1000 5e+06 0.983822728895881 0.964198981872081 0.5 0.5
A14 5000 0.229 1000 5e+06 0.983473717188394 0.963946963497344 0.5 0.5
A15 5000 0.229 1000 5e+06 0.983699781969034 0.960356051995182 0.5 0.5
A16 5000 0.229 1000 5e+06 0.97957666409804 0.960777232412279 0.5 0.5
A17 5000 0.229 1000 5e+06 0.981926760603998 0.960781720650331 0.5 0.5
A18 5000 0.229 1000 5e+06 0.979842678361891 0.958758995729744 0.5 0.5
A19 5000 0.229 1000 5e+06 0.985262305542202 0.963731136341817 0.5 0.5
A20 5000 0.229 1000 5e+06 0.984381264750898 0.964298639520749 0.5 0.5
A1 5000 0.428 1000 5e+06 0.986750453881584 0.979445086805463 0.5 0.5
A2 5000 0.428 1000 5e+06 0.988726332250306 0.981071531147548 0.5 0.5
A3 5000 0.428 1000 5e+06 0.987799886428644 0.981910002324353 0.5 0.5
A4 5000 0.428 1000 5e+06 0.988120397340341 0.980530706175118 0.5 0.5
A5 5000 0.428 1000 5e+06 0.989093275389714 0.979680805071991 0.5 0.5
A6 5000 0.428 1000 5e+06 0.990050503522282 0.981361500733171 0.5 0.5
A7 5000 0.428 1000 5e+06 0.990565846153312 0.982107236311703 0.5 0.5
A8 5000 0.428 1000 5e+06 0.989017654138754 0.981767131249397 0.5 0.5
A9 5000 0.428 1000 5e+06 0.982512536072441 0.975360791008384 0.5 0.5
A10 5000 0.428 1000 5e+06 0.98989688004805 0.981931094612537 0.5 0.5
A11 5000 0.428 1000 5e+06 0.982208751894322 0.975223752087221 0.5 0.5
A12 5000 0.428 1000 5e+06 0.984278687186636 0.97841092457614 0.5 0.5
A13 5000 0.428 1000 5e+06 0.988782096223612 0.981312371888997 0.5 0.5
A14 5000 0.428 1000 5e+06 0.971864147269466 0.965068669240478 0.5 0.5
A15 5000 0.428 1000 5e+06 0.987708034397914 0.979803881302687 0.5 0.5
A16 5000 0.428 1000 5e+06 0.988185224591583 0.982618940968876 0.5 0.5
A17 5000 0.428 1000 5e+06 0.987232606830626 0.980428436001134 0.5 0.5
A18 5000 0.428 1000 5e+06 0.989384449659851 0.982184377196519 0.5 0.5
A19 5000 0.428 1000 5e+06 0.980581613355727 0.974789929142354 0.5 0.5
A20 5000 0.428 1000 5e+06 0.98514317363177 0.978600481495852 0.5 0.5
A1 5000 0.8 1000 5e+06 0.00616058243289598 0.00637458431860551 0.5 0.5
A2 5000 0.8 1000 5e+06 0.0020293012961651 0.00189463872229029 0.5 0.5
A3 5000 0.8 1000 5e+06 0.0086158384549944 0.00884406264378319 0.5 0.5
A4 5000 0.8 1000 5e+06 0.000511913658721848 0.000587243799697558 0.5 0.5
A5 5000 0.8 1000 5e+06 2.47966770949302e-05 4.2275359325631e-05 0.5 0.5
A6 5000 0.8 1000 5e+06 0.000636112589111508 0.000558793417021093 0.5 0.5
A7 5000 0.8 1000 5e+06 0.00766709561200883 0.00793937515664682 0.5 0.5
A8 5000 0.8 1000 5e+06 5.44988849180741e-06 8.23840443646259e-07 0.5 0.5
A9 5000 0.8 1000 5e+06 4.94826812581454e-05 6.93214222731601e-05 0.5 0.5
A10 5000 0.8 1000 5e+06 0.010924285286136 0.0106514276366606 0.5 0.5
A11 5000 0.8 1000 5e+06 8.89702338562157e-05 0.000124489514806765 0.5 0.5
A12 5000 0.8 1000 5e+06 0.000779661066168966 0.000708099325688826 0.5 0.5
A13 5000 0.8 1000 5e+06 0.000842145532835471 0.000771150571853205 0.5 0.5
A14 5000 0.8 1000 5e+06 0.00556352217154857 0.00534391421961356 0.5 0.5
A15 5000 0.8 1000 5e+06 0.00965342797747136 0.00940968605943906 0.5 0.5
A16 5000 0.8 1000 5e+06 0.00263506598568927 0.00277331174509934 0.5 0.5
A17 5000 0.8 1000 5e+06 0.0203379940915701 0.0199832175538869 0.5 0.5
A18 5000 0.8 1000 5e+06 0.00153613678178535 0.00141565239317474 0.5 0.5
A19 5000 0.8 1000 5e+06 0.00677776233647989 0.00701125428445477 0.5 0.5
A20 5000 0.8 1000 5e+06 0.000113116536034931 7.79798286300269e-05 0.5 0.5
A1 5000 0.01 1000 5e+06 0.763239372965369 5.13542591735448e-05 0.5 0.125
A2 5000 0.01 1000 5e+06 0.779900974196798 9.27870387872832e-05 0.5 0.125
A3 5000 0.01 1000 5e+06 0.771237171302722 0.000206721236252226 0.5 0.125
A4 5000 0.01 1000 5e+06 0.784516666340286 0.000464723624626908 0.5 0.125
A5 5000 0.01 1000 5e+06 0.770938091892432 0.0010953978216964 0.5 0.125
A6 5000 0.01 1000 5e+06 0.78727456469951 5.43751966371015e-05 0.5 0.125
A7 5000 0.01 1000 5e+06 0.771813164614494 0.00066977651667394 0.5 0.125
A8 5000 0.01 1000 5e+06 0.774827678286245 0.000339665588351415 0.5 0.125
