Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
A20 50000 0.122 10000 5e+08 0.997462388923921 0.968761492910335 0.2 0.05
A1 50000 0.229 10000 5e+08 0.998531930293048 0.984319457283387 0.2 0.05
A2 50000 0.229 10000 5e+08 0.998556499352324 0.982972075497676 0.2 0.05
A3 50000 0.229 10000 5e+08 0.998549794812085 0.983699568780091 0.2 0.05
A4 50000 0.229 10000 5e+08 0.998531789681241 0.983353489643681 0.2 0.05
A5 50000 0.229 10000 5e+08 0.998559703262067 0.984220811701771 0.2 0.05
A6 50000 0.229 10000 5e+08 0.998529753068844 0.984055282917707 0.2 0.05
A7 50000 0.229 10000 5e+08 0.998541974126863 0.984543437861175 0.2 0.05
A8 50000 0.229 10000 5e+08 0.998534782790982 0.983693326004155 0.2 0.05
A9 50000 0.229 10000 5e+08 0.998516923460014 0.984130673746082 0.2 0.05
A10 50000 0.229 10000 5e+08 0.998529252732636 0.983703509132085 0.2 0.05
A11 50000 0.229 10000 5e+08 0.998530590364143 0.983630051426328 0.2 0.05
A12 50000 0.229 10000 5e+08 0.998466825695983 0.98383164970518 0.2 0.05
A13 50000 0.229 10000 5e+08 0.998601541810186 0.983491246057083 0.2 0.05
A14 50000 0.229 10000 5e+08 0.998544811048197 0.984374355109044 0.2 0.05
A15 50000 0.229 10000 5e+08 0.998533998568275 0.984648455624334 0.2 0.05
A16 50000 0.229 10000 5e+08 0.998520915655201 0.983888576869409 0.2 0.05
A17 50000 0.229 10000 5e+08 0.998585023842375 0.984254662951395 0.2 0.05
A18 50000 0.229 10000 5e+08 0.998527505030857 0.983651577776288 0.2 0.05
A19 50000 0.229 10000 5e+08 0.998534528143446 0.984003774206294 0.2 0.05
A20 50000 0.229 10000 5e+08 0.998533148302601 0.983842107205964 0.2 0.05
A1 50000 0.428 10000 5e+08 0.999024669811081 0.991998008118577 0.2 0.05
A2 50000 0.428 10000 5e+08 0.999039222148269 0.992028206408552 0.2 0.05
A3 50000 0.428 10000 5e+08 0.999010384905793 0.992070572195212 0.2 0.05
A4 50000 0.428 10000 5e+08 0.999020443973159 0.992299793138283 0.2 0.05
A5 50000 0.428 10000 5e+08 0.999025638423205 0.992186185577104 0.2 0.05
A6 50000 0.428 10000 5e+08 0.999018397159027 0.991908748976446 0.2 0.05
A7 50000 0.428 10000 5e+08 0.999044463387933 0.992122358797421 0.2 0.05
A8 50000 0.428 10000 5e+08 0.999058351350057 0.991637126538355 0.2 0.05
A9 50000 0.428 10000 5e+08 0.999005416836414 0.992005510062695 0.2 0.05
A10 50000 0.428 10000 5e+08 0.999018663347788 0.992032479353586 0.2 0.05
A11 50000 0.428 10000 5e+08 0.999026319534861 0.991925388447607 0.2 0.05
A12 50000 0.428 10000 5e+08 0.999037963302595 0.991987490659276 0.2 0.05
A13 50000 0.428 10000 5e+08 0.999043565623104 0.99210145471063 0.2 0.05
A14 50000 0.428 10000 5e+08 0.99905314360703 0.992252782305682 0.2 0.05
A15 50000 0.428 10000 5e+08 0.999042372418993 0.992082763041345 0.2 0.05
A16 50000 0.428 10000 5e+08 0.999014365368956 0.991955881569803 0.2 0.05
A17 50000 0.428 10000 5e+08 0.999009516169285 0.992004111206654 0.2 0.05
A18 50000 0.428 10000 5e+08 0.999008147795733 0.991865849257705 0.2 0.05
A19 50000 0.428 10000 5e+08 0.998972854737543 0.992137590573394 0.2 0.05
A20 50000 0.428 10000 5e+08 0.999049171238612 0.992001641554297 0.2 0.05
A1 50000 0.8 10000 5e+08 0.998718306897343 0.996498956308562 0.2 0.05
A2 50000 0.8 10000 5e+08 0.998697582491324 0.99633099752472 0.2 0.05
A3 50000 0.8 10000 5e+08 0.998659430282166 0.996333713258903 0.2 0.05
A4 50000 0.8 10000 5e+08 0.998799849982276 0.996403123064971 0.2 0.05
A5 50000 0.8 10000 5e+08 0.998733504268315 0.996574520121965 0.2 0.05
A6 50000 0.8 10000 5e+08 0.998673646219592 0.996304722456893 0.2 0.05
A7 50000 0.8 10000 5e+08 0.99874541494159 0.996439022132079 0.2 0.05
A8 50000 0.8 10000 5e+08 0.998758802012298 0.99646140471563 0.2 0.05
A9 50000 0.8 10000 5e+08 0.998733544995074 0.99638237992516 0.2 0.05
A10 50000 0.8 10000 5e+08 0.998809607291585 0.996468100206463 0.2 0.05
A11 50000 0.8 10000 5e+08 0.998403006548644 0.996133059808287 0.2 0.05
A12 50000 0.8 10000 5e+08 0.998793891463075 0.996356598594286 0.2 0.05
A13 50000 0.8 10000 5e+08 0.998771833801358 0.996482177390101 0.2 0.05
A14 50000 0.8 10000 5e+08 0.998782262945246 0.996522663303053 0.2 0.05
A15 50000 0.8 10000 5e+08 0.998802496878506 0.996498569876294 0.2 0.05
A16 50000 0.8 10000 5e+08 0.998770531730717 0.996615187745587 0.2 0.05
A17 50000 0.8 10000 5e+08 0.99860433905201 0.996216124527107 0.2 0.05
A18 50000 0.8 10000 5e+08 0.998800887012668 0.996568334565658 0.2 0.05
A19 50000 0.8 10000 5e+08 0.9987792468996 0.996397618217268 0.2 0.05
A20 50000 0.8 10000 5e+08 0.998719516378699 0.996423697558904 0.2 0.05
