expFst1 expFst2 Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
0.1 0.05 A8 1000 0.2 500 5e+05 0.958158221322041 0.907775556197127 0.1715255 0.0926778
0.1 0.01 A8 1000 0.2 500 5e+05 0.967875170096461 0.602818944455073 0.193997 0.0160581
0.1 0.005 A8 1000 0.2 500 5e+05 0.969302224876429 0.0165771846448643 0.18126 0.00688411
0.1 0.001 A8 1000 0.2 500 5e+05 0.971814630827598 0.0129412813680617 0.1712545 0.00271679
0.1 0.05 A8 1000 0.2 1000 1e+06 0.979692259861303 0.938778883609601 0.1798785 0.0874676
0.1 0.01 A8 1000 0.2 1000 1e+06 0.980948103693491 0.728522865371555 0.1650175 0.0200107
0.1 0.005 A8 1000 0.2 1000 1e+06 0.984289833196401 0.608403554976346 0.1767925 0.0113868
0.1 0.001 A8 1000 0.2 1000 1e+06 0.984428774545859 0.00198428742605288 0.1797575 0.00269947
0.1 0.05 A8 1000 0.2 5000 5e+06 0.99602808647563 0.988298268666113 0.172972 0.0853594
0.1 0.01 A8 1000 0.2 5000 5e+06 0.996773614259423 0.950302824931351 0.173739 0.0198433
0.1 0.005 A8 1000 0.2 5000 5e+06 0.99701378534073 0.888034942970499 0.191196 0.0101267
0.1 0.001 A8 1000 0.2 5000 5e+06 0.996797694157029 0.13580694406536 0.1802005 0.00173028
0.1 0.05 A8 1000 0.2 10000 1e+07 0.997784901349475 0.993574731721576 0.1766715 0.0932984
0.1 0.01 A8 1000 0.2 10000 1e+07 0.998270498626019 0.977329711472411 0.1835945 0.0198022
0.1 0.005 A8 1000 0.2 10000 1e+07 0.998495808791646 0.941650166544605 0.1869415 0.0105418
0.1 0.001 A8 1000 0.2 10000 1e+07 0.998475604503293 0.429807630242835 0.1803805 0.00201324
0.1 0.05 A8 1000 0.25 500 5e+05 0.932480600367096 0.867815606647584 0.1897795 0.117878
0.1 0.01 A8 1000 0.25 500 5e+05 0.971795550192088 0.0353939844199377 0.215398 0.0172708
0.1 0.005 A8 1000 0.25 500 5e+05 0.9633085728401 0.22695866552086 0.151823 0.00999784
0.1 0.001 A8 1000 0.25 500 5e+05 0.976232480678486 0.015527434802399 0.1999905 0.00288466
0.1 0.05 A8 1000 0.25 1000 1e+06 0.98136212770034 0.945919565802669 0.190637 0.105771
0.1 0.01 A8 1000 0.25 1000 1e+06 0.98405483225008 0.828773820473236 0.199659 0.0204341
0.1 0.005 A8 1000 0.25 1000 1e+06 0.983434184669553 0.492660686222846 0.1848435 0.0100664
0.1 0.001 A8 1000 0.25 1000 1e+06 0.985071553449791 0.00724164168373055 0.1721655 0.00246701
0.1 0.05 A8 1000 0.25 5000 5e+06 0.993211855457286 0.986072126307653 0.179208 0.096988
0.1 0.01 A8 1000 0.25 5000 5e+06 0.996650683215372 0.944787881709604 0.189922 0.0197724
0.1 0.005 A8 1000 0.25 5000 5e+06 0.996717237729677 0.911058498445519 0.182396 0.00983376
0.1 0.001 A8 1000 0.25 5000 5e+06 0.996898586999322 0.107977728705295 0.178512 0.00197638
0.1 0.05 A8 1000 0.25 10000 1e+07 0.997166722050502 0.993665194444989 0.178756 0.093428
0.1 0.01 A8 1000 0.25 10000 1e+07 0.998331765597707 0.975425043907461 0.1858535 0.0206873
0.1 0.005 A8 1000 0.25 10000 1e+07 0.998392607854745 0.948359026248195 0.182375 0.00908208
0.1 0.001 A8 1000 0.25 10000 1e+07 0.998501187942306 0.577775876110968 0.1796625 0.00204568
0.1 0.05 A9 1000 0.05 500 5e+05 0.940959784226945 0.884633150480645 0.1765685 0.102391
0.1 0.01 A9 1000 0.05 500 5e+05 0.950818492946866 0.155802136015573 0.1879985 0.0155886
0.1 0.005 A9 1000 0.05 500 5e+05 0.946682232044749 0.0505014054573236 0.155674 0.00815555
0.1 0.001 A9 1000 0.05 500 5e+05 0.970136079760665 0.0514888908437461 0.2071655 -0.000288457
0.1 0.05 A9 1000 0.05 1000 1e+06 0.978963568123305 0.93757611613476 0.1956975 0.103927
0.1 0.01 A9 1000 0.05 1000 1e+06 0.982727180566621 0.377300919739115 0.1894405 0.0202034
0.1 0.005 A9 1000 0.05 1000 1e+06 0.979101664027144 0.00384104826345245 0.165282 0.00875439
0.1 0.001 A9 1000 0.05 1000 1e+06 0.970419744738998 0.00730919338598042 0.1848185 0.00310305
0.1 0.05 A9 1000 0.05 5000 5e+06 0.9951621943612 0.98599806978642 0.174195 0.0976718
0.1 0.01 A9 1000 0.05 5000 5e+06 0.995888123036788 0.887066286348931 0.18403 0.0195376
0.1 0.005 A9 1000 0.05 5000 5e+06 0.994879666598926 0.193336533131367 0.1826635 0.00954567
0.1 0.001 A9 1000 0.05 5000 5e+06 0.996286263506445 0.0971410660848062 0.178642 0.000639137
0.1 0.05 A9 1000 0.05 10000 1e+07 0.996621467032182 0.9915319266845 0.176214 0.0976641
0.1 0.01 A9 1000 0.05 10000 1e+07 0.99790580925076 0.930154022773605 0.1827705 0.0217449
0.1 0.005 A9 1000 0.05 10000 1e+07 0.997681171899593 0.840296507499267 0.178557 0.00963873
0.1 0.001 A9 1000 0.05 10000 1e+07 0.998085601321874 0.108403786869252 0.1772625 0.000828729
0.1 0.05 A9 1000 0.1 500 5e+05 0.96319810754526 0.891241731136 0.1985175 0.0772976
0.1 0.01 A9 1000 0.1 500 5e+05 0.965937207874714 0.379799210515719 0.177032 0.0214513
0.1 0.005 A9 1000 0.1 500 5e+05 0.957305212848518 0.0310522486236132 0.1629375 0.01044
0.1 0.001 A9 1000 0.1 500 5e+05 0.970774639253674 0.00494962741482733 0.1778685 0.00131922
0.1 0.05 A9 1000 0.1 1000 1e+06 0.973270824934913 0.935688578061401 0.182773 0.0938456
0.1 0.01 A9 1000 0.1 1000 1e+06 0.979860295195839 0.703307962126315 0.170064 0.0157532
0.1 0.005 A9 1000 0.1 1000 1e+06 0.980721302238288 0.275368532927962 0.1805675 0.0119958
0.1 0.001 A9 1000 0.1 1000 1e+06 0.982321675045635 0.00987152114286984 0.1653025 0.00211283
0.1 0.05 A9 1000 0.1 5000 5e+06 0.994423764187066 0.988795184058876 0.177296 0.0969498
0.1 0.01 A9 1000 0.1 5000 5e+06 0.996278191337946 0.922718508766465 0.1791505 0.0193318
0.1 0.005 A9 1000 0.1 5000 5e+06 0.99532325071176 0.78940001554906 0.1789185 0.0104879
0.1 0.001 A9 1000 0.1 5000 5e+06 0.996641519816051 0.0238235032563744 0.1881205 0.00149585
0.1 0.05 A9 1000 0.1 10000 1e+07 0.997403645405034 0.993904158244656 0.1765545 0.089209
0.1 0.01 A9 1000 0.1 10000 1e+07 0.9985976755607 0.961710295011524 0.172515 0.0192616
0.1 0.005 A9 1000 0.1 10000 1e+07 0.998107271568954 0.90292186828844 0.1851815 0.010121
0.1 0.001 A9 1000 0.1 10000 1e+07 0.998533513055645 0.0462562809102348 0.1759955 0.00208878
0.1 0.05 A9 1000 0.15 500 5e+05 0.951334498428772 0.886856395977687 0.187363 0.106033
0.1 0.01 A9 1000 0.15 500 5e+05 0.96518658490745 0.492139820824582 0.1754915 0.024788
0.1 0.005 A9 1000 0.15 500 5e+05 0.964046266202046 0.025729127573396 0.1915975 0.00928678
0.1 0.001 A9 1000 0.15 500 5e+05 0.971029858968563 0.0125767802475332 0.1863275 0.00330893
0.1 0.05 A9 1000 0.15 1000 1e+06 0.968180666960605 0.93408194380303 0.170369 0.0983309
0.1 0.01 A9 1000 0.15 1000 1e+06 0.985102942078134 0.66497456839681 0.1772305 0.016724
0.1 0.005 A9 1000 0.15 1000 1e+06 0.979559087817964 0.500825040371363 0.167697 0.0101261
0.1 0.001 A9 1000 0.15 1000 1e+06 0.980657957248184 0.00218362787462955 0.1717775 0.00316366
0.1 0.05 A9 1000 0.15 5000 5e+06 0.995368037973595 0.986743479568013 0.18608 0.0968773
0.1 0.01 A9 1000 0.15 5000 5e+06 0.996993365690922 0.94131344613168 0.175962 0.0210486
0.1 0.005 A9 1000 0.15 5000 5e+06 0.996499352435565 0.875446287126402 0.187156 0.0105313
0.1 0.001 A9 1000 0.15 5000 5e+06 0.99661138569138 0.227230483117922 0.188065 0.00259581
0.1 0.05 A9 1000 0.15 10000 1e+07 0.99800260917357 0.993976687839749 0.183309 0.0932227
0.1 0.01 A9 1000 0.15 10000 1e+07 0.997744308621314 0.968311544586394 0.1743175 0.0201724
0.1 0.005 A9 1000 0.15 10000 1e+07 0.998058554088646 0.933000017054477 0.184031 0.00994686
0.1 0.001 A9 1000 0.15 10000 1e+07 0.998172386345335 0.109089431477454 0.1796155 0.00215952
0.1 0.05 A9 1000 0.2 500 5e+05 0.95938511213487 0.893173261288781 0.1838215 0.0970327
0.1 0.01 A9 1000 0.2 500 5e+05 0.968274092889188 0.651508297050969 0.182153 0.022032
0.1 0.005 A9 1000 0.2 500 5e+05 0.968642466978232 0.303112534825513 0.2066885 0.011578
0.1 0.001 A9 1000 0.2 500 5e+05 0.970362242822942 0.0259237694154293 0.163006 0.000924127
0.1 0.05 A9 1000 0.2 1000 1e+06 0.97914927573563 0.943044355907651 0.177904 0.0970393
0.1 0.01 A9 1000 0.2 1000 1e+06 0.984388175241524 0.747958642898345 0.185834 0.0211021
0.1 0.005 A9 1000 0.2 1000 1e+06 0.987335821919549 0.577035554842064 0.213733 0.0100355
0.1 0.001 A9 1000 0.2 1000 1e+06 0.984705714822439 0.0121903716566932 0.189783 0.00275946
0.1 0.05 A9 1000 0.2 5000 5e+06 0.995647674370167 0.988688139175047 0.180374 0.0925327
0.1 0.01 A9 1000 0.2 5000 5e+06 0.996385247303584 0.950900249242154 0.1799125 0.0194052
0.1 0.005 A9 1000 0.2 5000 5e+06 0.996760010050939 0.86853880335488 0.192417 0.00861341
0.1 0.001 A9 1000 0.2 5000 5e+06 0.996988471402938 0.055433827960162 0.184622 0.00196274
0.1 0.05 A9 1000 0.2 10000 1e+07 0.997938174076424 0.993527226650028 0.1831305 0.0926531
0.1 0.01 A9 1000 0.2 10000 1e+07 0.998226966932373 0.972896885834547 0.178503 0.0199681
0.1 0.005 A9 1000 0.2 10000 1e+07 0.998468150392226 0.930789136553544 0.193494 0.00927557
0.1 0.001 A9 1000 0.2 10000 1e+07 0.998507351933972 0.304008298637407 0.1806895 0.00228809
0.1 0.05 A9 1000 0.25 500 5e+05 0.954159364411339 0.89804723240107 0.1749755 0.099523
0.1 0.01 A9 1000 0.25 500 5e+05 0.962602885006942 0.395583974210034 0.166705 0.0223768
0.1 0.005 A9 1000 0.25 500 5e+05 0.970772712051075 0.25080959330365 0.158724 0.0146738
0.1 0.001 A9 1000 0.25 500 5e+05 0.97019049078623 0.0202094561262389 0.192209 0.00266518
0.1 0.05 A9 1000 0.25 1000 1e+06 0.975223062904652 0.945796989435919 0.1792265 0.1177
0.1 0.01 A9 1000 0.25 1000 1e+06 0.982998399476833 0.740462914229741 0.188061 0.0176142
0.1 0.005 A9 1000 0.25 1000 1e+06 0.984367645704872 0.544281640288128 0.184827 0.0108203
0.1 0.001 A9 1000 0.25 1000 1e+06 0.984526698742334 0.0381105399603433 0.1849365 0.00228787
0.1 0.05 A9 1000 0.25 5000 5e+06 0.995486734211642 0.98666121127043 0.1821575 0.0935084
0.1 0.01 A9 1000 0.25 5000 5e+06 0.99670968794389 0.95606719072103 0.181873 0.0197332
0.1 0.005 A9 1000 0.25 5000 5e+06 0.996310333741673 0.893070664485458 0.1849695 0.0105225
0.1 0.001 A9 1000 0.25 5000 5e+06 0.996954583888033 0.184121877488532 0.1820735 0.00183852
0.1 0.05 A9 1000 0.25 10000 1e+07 0.997008227020759 0.993784781629645 0.1772155 0.0939732
0.1 0.01 A9 1000 0.25 10000 1e+07 0.998372055690457 0.975196915228449 0.182283 0.0193978
0.1 0.005 A9 1000 0.25 10000 1e+07 0.998243121499507 0.952161249894944 0.1828925 0.0103767
0.1 0.001 A9 1000 0.25 10000 1e+07 0.998540886696051 0.593081483361248 0.1776155 0.00221611
0.1 0.05 A10 1000 0.05 500 5e+05 0.875061283236759 0.826770850352232 0.204747 0.11446
0.1 0.01 A10 1000 0.05 500 5e+05 0.968557688729034 0.41539559645062 0.1723685 0.0318846
0.1 0.005 A10 1000 0.05 500 5e+05 0.964514448724933 0.147484434176595 0.1781985 -0.000383364
0.1 0.001 A10 1000 0.05 500 5e+05 0.930324587722838 0.0206028395746529 0.1514065 0.00421768
0.1 0.05 A10 1000 0.05 1000 1e+06 0.978551493918865 0.93414656888352 0.1962645 0.0887656
0.1 0.01 A10 1000 0.05 1000 1e+06 0.969367684487562 0.0756487542118992 0.1826835 0.0180044
0.1 0.005 A10 1000 0.05 1000 1e+06 0.983744397247092 0.137559104586547 0.182166 0.0111951
0.1 0.001 A10 1000 0.05 1000 1e+06 0.982467782563903 0.0308189651679879 0.184287 0.000959872
0.1 0.05 A10 1000 0.05 5000 5e+06 0.993572402868036 0.983626548872 0.1861885 0.0894663
0.1 0.01 A10 1000 0.05 5000 5e+06 0.996174765849149 0.932775733683843 0.1830515 0.0192107
0.1 0.005 A10 1000 0.05 5000 5e+06 0.995632696431818 0.600355076408935 0.17971 0.00993162
0.1 0.001 A10 1000 0.05 5000 5e+06 0.995586633506512 0.0229987453543528 0.1775785 0.00208947
0.1 0.05 A10 1000 0.05 10000 1e+07 0.996779323792245 0.99110612879618 0.183981 0.0947887
0.1 0.01 A10 1000 0.05 10000 1e+07 0.99787449537868 0.939882717009672 0.181316 0.0203577
0.1 0.005 A10 1000 0.05 10000 1e+07 0.99813661224 0.834705542259943 0.1825345 0.0096833
0.1 0.001 A10 1000 0.05 10000 1e+07 0.998057499421937 0.135771226172901 0.1832985 0.00152232
0.1 0.05 A10 1000 0.1 500 5e+05 0.961899156326124 0.911016168832589 0.20394 0.112849
0.1 0.01 A10 1000 0.1 500 5e+05 0.950254585950853 0.52066624354522 0.1708775 0.0226014
0.1 0.005 A10 1000 0.1 500 5e+05 0.963382358363682 0.111737281078308 0.173845 0.00977988
0.1 0.001 A10 1000 0.1 500 5e+05 0.9671181916614 0.00284037130807796 0.168842 9.51292e-06
0.1 0.05 A10 1000 0.1 1000 1e+06 0.981377721744361 0.949842002298625 0.1956885 0.100987
0.1 0.01 A10 1000 0.1 1000 1e+06 0.98210729004376 0.706385359692284 0.156327 0.0204893
0.1 0.005 A10 1000 0.1 1000 1e+06 0.980795161853477 0.293682013045258 0.1762415 0.0111
0.1 0.001 A10 1000 0.1 1000 1e+06 0.986173590807749 0.0219750367623461 0.1778215 0.00102739
0.1 0.05 A10 1000 0.1 5000 5e+06 0.994165959571319 0.98524920144784 0.1771615 0.0934442
0.1 0.01 A10 1000 0.1 5000 5e+06 0.995966140590262 0.934700596440723 0.184335 0.0199619
0.1 0.005 A10 1000 0.1 5000 5e+06 0.996819635205576 0.821153329983512 0.1835495 0.00979582
0.1 0.001 A10 1000 0.1 5000 5e+06 0.996504020721512 0.00280833202771521 0.183961 0.000961843
0.1 0.05 A10 1000 0.1 10000 1e+07 0.997593868093013 0.992983849953063 0.1875985 0.0933138
0.1 0.01 A10 1000 0.1 10000 1e+07 0.998012900944456 0.95845979689216 0.180298 0.0189715
0.1 0.005 A10 1000 0.1 10000 1e+07 0.99812002205695 0.886304528748751 0.1785605 0.0103575
0.1 0.001 A10 1000 0.1 10000 1e+07 0.998175387727448 0.0190426029136238 0.186226 0.00167639
0.1 0.05 A10 1000 0.15 500 5e+05 0.94284789226348 0.836204769145402 0.1973295 0.0819571
0.1 0.01 A10 1000 0.15 500 5e+05 0.961901529037544 0.46173160896001 0.156923 0.0145459
0.1 0.005 A10 1000 0.15 500 5e+05 0.967670827978974 0.184013418064298 0.196709 0.00907164
0.1 0.001 A10 1000 0.15 500 5e+05 0.966927159570866 0.0498863549808109 0.182983 0.00373231
0.1 0.05 A10 1000 0.15 1000 1e+06 0.975591560734394 0.938418609540135 0.185485 0.104156
0.1 0.01 A10 1000 0.15 1000 1e+06 0.984024681729433 0.698386045279091 0.200266 0.016837
0.1 0.005 A10 1000 0.15 1000 1e+06 0.98459846909707 0.0937405394386847 0.194919 0.00886937
0.1 0.001 A10 1000 0.15 1000 1e+06 0.984764656067396 0.0120615565195965 0.1530215 0.00166612
0.1 0.05 A10 1000 0.15 5000 5e+06 0.994918669330495 0.987284697378381 0.174911 0.0979392
0.1 0.01 A10 1000 0.15 5000 5e+06 0.99623567842897 0.950507072375168 0.178829 0.0210142
0.1 0.005 A10 1000 0.15 5000 5e+06 0.996569646706493 0.8223623068414 0.1876475 0.00957775
0.1 0.001 A10 1000 0.15 5000 5e+06 0.996897029593411 0.0177929068260759 0.1869175 0.00181088
0.1 0.05 A10 1000 0.15 10000 1e+07 0.997500537196802 0.993798975911371 0.184021 0.0987577
0.1 0.01 A10 1000 0.15 10000 1e+07 0.998103011741961 0.97415019392314 0.1714915 0.0189314
0.1 0.005 A10 1000 0.15 10000 1e+07 0.99822823514811 0.914886065459694 0.17552 0.00931684
0.1 0.001 A10 1000 0.15 10000 1e+07 0.998272132046347 0.105753945426935 0.185986 0.00181624
0.1 0.05 A10 1000 0.2 500 5e+05 0.971031032316388 0.89088160000931 0.214606 0.104411
0.1 0.01 A10 1000 0.2 500 5e+05 0.967591209106345 0.692682403344986 0.170641 0.0212161
0.1 0.005 A10 1000 0.2 500 5e+05 0.974105250195397 0.106312342830143 0.209569 0.0126856
0.1 0.001 A10 1000 0.2 500 5e+05 0.963135683114838 0.00426900645957653 0.165111 0.00156545
0.1 0.05 A10 1000 0.2 1000 1e+06 0.97760314646132 0.934902059424498 0.1819615 0.092326
0.1 0.01 A10 1000 0.2 1000 1e+06 0.982259823604625 0.813421643334314 0.183528 0.0262265
0.1 0.005 A10 1000 0.2 1000 1e+06 0.982707229430082 0.587993981032661 0.159059 0.0118904
0.1 0.001 A10 1000 0.2 1000 1e+06 0.982829217375978 0.01429774235649 0.168623 0.00149209
0.1 0.05 A10 1000 0.2 5000 5e+06 0.996116424629737 0.987461926348813 0.182607 0.104046
0.1 0.01 A10 1000 0.2 5000 5e+06 0.996288198163509 0.940355773464368 0.1811785 0.0196046
0.1 0.005 A10 1000 0.2 5000 5e+06 0.996667700260967 0.882597429916225 0.179674 0.010067
0.1 0.001 A10 1000 0.2 5000 5e+06 0.996799932620396 0.0683268785297005 0.1796695 0.00180563
0.1 0.05 A10 1000 0.2 10000 1e+07 0.998101214389052 0.994059461122512 0.182897 0.0952258
0.1 0.01 A10 1000 0.2 10000 1e+07 0.998422285628476 0.972732543640245 0.1780365 0.0200284
0.1 0.005 A10 1000 0.2 10000 1e+07 0.998379948157086 0.950892430000333 0.17887 0.0101644
0.1 0.001 A10 1000 0.2 10000 1e+07 0.998523372775878 0.0346437161849693 0.1831935 0.00169401
0.1 0.05 A10 1000 0.25 500 5e+05 0.940796003463086 0.866533792161872 0.1965235 0.0916111
0.1 0.01 A10 1000 0.25 500 5e+05 0.963074624217787 0.562708589071139 0.1645505 0.0206179
0.1 0.005 A10 1000 0.25 500 5e+05 0.968980434955919 0.296396860885466 0.1591335 0.00643979
0.1 0.001 A10 1000 0.25 500 5e+05 0.967595815274571 0.000798655994387326 0.1776885 0.00185142
0.1 0.05 A10 1000 0.25 1000 1e+06 0.978969050019842 0.948777101913295 0.173542 0.092183
0.1 0.01 A10 1000 0.25 1000 1e+06 0.985190942654735 0.810326906274972 0.1792635 0.0208906
0.1 0.005 A10 1000 0.25 1000 1e+06 0.982420432075992 0.294801212766392 0.1735385 0.00857592
0.1 0.001 A10 1000 0.25 1000 1e+06 0.982847185663126 0.000283795215183385 0.180324 0.00267068
0.1 0.05 A10 1000 0.25 5000 5e+06 0.996082787324026 0.988722532438514 0.19165 0.0944539
0.1 0.01 A10 1000 0.25 5000 5e+06 0.996840615706965 0.945291292149864 0.176924 0.019027
0.1 0.005 A10 1000 0.25 5000 5e+06 0.996802700673792 0.913995216288374 0.1779185 0.0100346
0.1 0.001 A10 1000 0.25 5000 5e+06 0.997079996519187 0.00510681665075774 0.1936885 0.00172904
0.1 0.05 A10 1000 0.25 10000 1e+07 0.998136707810884 0.9949753588329 0.185346 0.0932824
0.1 0.01 A10 1000 0.25 10000 1e+07 0.998117581017816 0.977172207636614 0.179224 0.0192726
0.1 0.005 A10 1000 0.25 10000 1e+07 0.998452116556954 0.949665830935882 0.1863855 0.00975367
0.1 0.001 A10 1000 0.25 10000 1e+07 0.998614929899286 0.27171603827077 0.185672 0.00167295
0.1 0.05 A11 1000 0.05 500 5e+05 0.948980596435009 0.847021173178296 0.1875975 0.107519
0.1 0.01 A11 1000 0.05 500 5e+05 0.961026570872483 0.121901520875196 0.173774 0.0211488
0.1 0.005 A11 1000 0.05 500 5e+05 0.966893614339331 0.121210259131901 0.1835955 0.00824163
0.1 0.001 A11 1000 0.05 500 5e+05 0.962253646475772 0.143484331128214 0.2146765 0.00497042
0.1 0.05 A11 1000 0.05 1000 1e+06 0.976729559900779 0.913677077957645 0.180267 0.0901824
0.1 0.01 A11 1000 0.05 1000 1e+06 0.979040399986815 0.186612853594908 0.1840425 0.0168156
0.1 0.005 A11 1000 0.05 1000 1e+06 0.982564065885772 0.161154601082733 0.2038505 0.00825297
0.1 0.001 A11 1000 0.05 1000 1e+06 0.983741012921147 0.0154704493268317 0.1760825 0.00317023
0.1 0.05 A11 1000 0.05 5000 5e+06 0.994790240170727 0.984198018150672 0.1857205 0.0934178
0.1 0.01 A11 1000 0.05 5000 5e+06 0.994489195419947 0.890498158819634 0.1812185 0.0178762
0.1 0.005 A11 1000 0.05 5000 5e+06 0.996317293641633 0.718753178646862 0.1766155 0.0101824
0.1 0.001 A11 1000 0.05 5000 5e+06 0.99510399689307 0.029095321053649 0.175227 0.000648841
0.1 0.05 A11 1000 0.05 10000 1e+07 0.997325900099344 0.99351539989632 0.181591 0.0929355
0.1 0.01 A11 1000 0.05 10000 1e+07 0.997714224788007 0.961126182436993 0.1839295 0.0200212
0.1 0.005 A11 1000 0.05 10000 1e+07 0.997765212446436 0.81467361063625 0.177372 0.0101078
0.1 0.001 A11 1000 0.05 10000 1e+07 0.997882879506566 0.0287883827237737 0.183389 0.00157488
0.1 0.05 A11 1000 0.1 500 5e+05 0.952462994271032 0.874291105749623 0.196553 0.0932358
0.1 0.01 A11 1000 0.1 500 5e+05 0.955594706763608 0.279791089255883 0.1569985 0.0181271
0.1 0.005 A11 1000 0.1 500 5e+05 0.960877369538847 0.159419653689447 0.166003 0.0112347
0.1 0.001 A11 1000 0.1 500 5e+05 0.958842372339505 0.000137708424856883 0.1815635 0.00349552
0.1 0.05 A11 1000 0.1 1000 1e+06 0.969542474755862 0.936046342826214 0.1853315 0.113454
0.1 0.01 A11 1000 0.1 1000 1e+06 0.977350938178457 0.66017142271218 0.1621045 0.0198891
0.1 0.005 A11 1000 0.1 1000 1e+06 0.984537353563091 0.0693436172466891 0.185935 0.0103772
0.1 0.001 A11 1000 0.1 1000 1e+06 0.981671821726919 0.0134636507211097 0.151606 0.00344954
0.1 0.05 A11 1000 0.1 5000 5e+06 0.99195592729178 0.983444355495017 0.180706 0.0971954
0.1 0.01 A11 1000 0.1 5000 5e+06 0.996259265518082 0.928185187184742 0.1803315 0.0203921
0.1 0.005 A11 1000 0.1 5000 5e+06 0.995976097668345 0.856054823767007 0.1848355 0.00877015
0.1 0.001 A11 1000 0.1 5000 5e+06 0.99593021548927 0.0244789017431931 0.1767125 0.00277485
0.1 0.05 A11 1000 0.1 10000 1e+07 0.997309816071253 0.993577306000911 0.183084 0.0934761
0.1 0.01 A11 1000 0.1 10000 1e+07 0.997832894854618 0.964334880590692 0.1868305 0.0198532
0.1 0.005 A11 1000 0.1 10000 1e+07 0.998208023875263 0.900224039713877 0.1870065 0.00920826
0.1 0.001 A11 1000 0.1 10000 1e+07 0.99848839315578 0.0991671928178797 0.175639 0.00232686
0.1 0.05 A11 1000 0.15 500 5e+05 0.958273684639264 0.89143249686546 0.1932365 0.112711
0.1 0.01 A11 1000 0.15 500 5e+05 0.967523499037235 0.633495778779564 0.16651 0.0192034
0.1 0.005 A11 1000 0.15 500 5e+05 0.966947417290356 0.0159349584415962 0.191942 0.0125475
0.1 0.001 A11 1000 0.15 500 5e+05 0.961023688690973 0.00650631306445092 0.1517595 0.00218188
0.1 0.05 A11 1000 0.15 1000 1e+06 0.97906102430146 0.936388073734299 0.18108 0.0807949
0.1 0.01 A11 1000 0.15 1000 1e+06 0.985359458865853 0.714201446360498 0.1949375 0.0204616
0.1 0.005 A11 1000 0.15 1000 1e+06 0.973795594398921 0.409991774345698 0.1606495 0.0105807
0.1 0.001 A11 1000 0.15 1000 1e+06 0.982248593334728 0.0107430781716118 0.180134 0.00187722
0.1 0.05 A11 1000 0.15 5000 5e+06 0.990640872586483 0.982636093254611 0.195133 0.0983626
0.1 0.01 A11 1000 0.15 5000 5e+06 0.996576586595914 0.949344691791615 0.18577 0.019457
0.1 0.005 A11 1000 0.15 5000 5e+06 0.996638722479332 0.79761781576504 0.1828745 0.00903017
0.1 0.001 A11 1000 0.15 5000 5e+06 0.99694685925096 0.0159204773336819 0.193347 0.00200402
0.1 0.05 A11 1000 0.15 10000 1e+07 0.997258382168402 0.9931138039315 0.1888985 0.0953035
0.1 0.01 A11 1000 0.15 10000 1e+07 0.998284251865939 0.974048430768416 0.1882375 0.0189304
0.1 0.005 A11 1000 0.15 10000 1e+07 0.998385694198667 0.919443757568113 0.187428 0.00918208
0.1 0.001 A11 1000 0.15 10000 1e+07 0.998422775382941 0.0641048902408883 0.1839685 0.00197554
0.1 0.05 A11 1000 0.2 500 5e+05 0.949112194994519 0.863054506691751 0.1820165 0.0991693
0.1 0.01 A11 1000 0.2 500 5e+05 0.969229620955592 0.655957878720883 0.2066415 0.0236119
0.1 0.005 A11 1000 0.2 500 5e+05 0.962126535462875 0.0881863548117936 0.1818565 0.00856104
0.1 0.001 A11 1000 0.2 500 5e+05 0.968489736459929 0.0212215688837596 0.186718 0.00287209
0.1 0.05 A11 1000 0.2 1000 1e+06 0.977309483101736 0.948124565691352 0.182826 0.109979
0.1 0.01 A11 1000 0.2 1000 1e+06 0.980679789355998 0.74405174078477 0.1706345 0.0206048
0.1 0.005 A11 1000 0.2 1000 1e+06 0.982093218335542 0.391639578547579 0.177312 0.00677817
0.1 0.001 A11 1000 0.2 1000 1e+06 0.984311669827006 0.0145638626263297 0.1936285 0.00174529
0.1 0.05 A11 1000 0.2 5000 5e+06 0.996066006071579 0.988690403145656 0.1754785 0.0882565
0.1 0.01 A11 1000 0.2 5000 5e+06 0.996167516736974 0.944694538525125 0.175167 0.0207238
0.1 0.005 A11 1000 0.2 5000 5e+06 0.996805590355652 0.882878705002901 0.183262 0.0101007
0.1 0.001 A11 1000 0.2 5000 5e+06 0.996738557327839 0.00208796211711328 0.190924 0.00188253
0.1 0.05 A11 1000 0.2 10000 1e+07 0.9980054654094 0.995707849553292 0.177335 0.0944745
0.1 0.01 A11 1000 0.2 10000 1e+07 0.998010377850855 0.972350461951058 0.178261 0.019029
0.1 0.005 A11 1000 0.2 10000 1e+07 0.998345529677199 0.945550513730074 0.1784795 0.0105017
0.1 0.001 A11 1000 0.2 10000 1e+07 0.998379471040163 0.267248402956374 0.182941 0.00191873
0.1 0.05 A11 1000 0.25 500 5e+05 0.960874603654319 0.885463659936743 0.187976 0.0942009
0.1 0.01 A11 1000 0.25 500 5e+05 0.968093126667947 0.537668277748919 0.1954235 0.0175433
0.1 0.005 A11 1000 0.25 500 5e+05 0.973078493597838 0.277236476519156 0.197866 0.011557
0.1 0.001 A11 1000 0.25 500 5e+05 0.975431493693487 0.00122587340474643 0.206494 0.00166774
0.1 0.05 A11 1000 0.25 1000 1e+06 0.983165711262843 0.949035439280993 0.190011 0.0945872
