expFst1 expFst2 Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
0.1 0.05 A16 1000 0.15 500 5e+05 0.956391447313544 0.853841304061901 0.1882915 0.0818438
0.1 0.01 A16 1000 0.15 500 5e+05 0.956006265962505 0.236529115608903 0.1749285 0.0194967
0.1 0.005 A16 1000 0.15 500 5e+05 0.965349411608295 0.217720955745419 0.1853855 0.010473
0.1 0.001 A16 1000 0.15 500 5e+05 0.961618298401323 0.000957692929009233 0.1619175 0.000349326
0.1 0.05 A16 1000 0.15 1000 1e+06 0.980508025962991 0.956761631613318 0.1841895 0.0911276
0.1 0.01 A16 1000 0.15 1000 1e+06 0.982372035783935 0.735635213584365 0.1918285 0.0164383
0.1 0.005 A16 1000 0.15 1000 1e+06 0.98339521925647 0.504077388346676 0.17887 0.0117856
0.1 0.001 A16 1000 0.15 1000 1e+06 0.985841630445272 0.0395863314974735 0.1873335 0.00180052
0.1 0.05 A16 1000 0.15 5000 5e+06 0.996223020002519 0.989106767442462 0.189097 0.0969632
0.1 0.01 A16 1000 0.15 5000 5e+06 0.996016041777804 0.93948596083204 0.1729345 0.0199975
0.1 0.005 A16 1000 0.15 5000 5e+06 0.996209147129878 0.864366628841707 0.17247 0.00977154
0.1 0.001 A16 1000 0.15 5000 5e+06 0.996699335313598 0.000305276587567559 0.176529 0.00191623
0.1 0.05 A16 1000 0.15 10000 1e+07 0.997776909622075 0.993217957759339 0.1818745 0.0967808
0.1 0.01 A16 1000 0.15 10000 1e+07 0.998135753975119 0.966476374076843 0.185127 0.0205645
0.1 0.005 A16 1000 0.15 10000 1e+07 0.998431075029258 0.9363751635375 0.1778545 0.0101331
0.1 0.001 A16 1000 0.15 10000 1e+07 0.998262494289487 0.177497465023349 0.170733 0.00178031
0.1 0.05 A16 1000 0.2 500 5e+05 0.958134031997651 0.889576684108423 0.186253 0.0970812
0.1 0.01 A16 1000 0.2 500 5e+05 0.968820653536421 0.519971904865035 0.205965 0.0201428
0.1 0.005 A16 1000 0.2 500 5e+05 0.967851767219713 0.080945741604589 0.178569 0.00947992
0.1 0.001 A16 1000 0.2 500 5e+05 0.964657730008216 0.000173538317540725 0.171877 0.00240522
0.1 0.05 A16 1000 0.2 1000 1e+06 0.977323023324177 0.94746816002513 0.1729055 0.0985819
0.1 0.01 A16 1000 0.2 1000 1e+06 0.98328637985445 0.714198845280162 0.1814845 0.0168871
0.1 0.005 A16 1000 0.2 1000 1e+06 0.984439662853195 0.521001113865831 0.1721855 0.0111958
0.1 0.001 A16 1000 0.2 1000 1e+06 0.981492440310722 0.0195971234841283 0.173209 0.00193616
0.1 0.05 A16 1000 0.2 5000 5e+06 0.99531129103947 0.988174987838561 0.174719 0.0947112
0.1 0.01 A16 1000 0.2 5000 5e+06 0.996776329429342 0.956530854497434 0.1727005 0.0194636
0.1 0.005 A16 1000 0.2 5000 5e+06 0.997215979993293 0.892147358523751 0.186935 0.00901451
0.1 0.001 A16 1000 0.2 5000 5e+06 0.997095267647995 0.055468521191917 0.184552 0.00183103
0.1 0.05 A16 1000 0.2 10000 1e+07 0.997734244744385 0.99397811949948 0.1786475 0.0961165
0.1 0.01 A16 1000 0.2 10000 1e+07 0.99844677093001 0.977429439872391 0.1800945 0.0196038
0.1 0.005 A16 1000 0.2 10000 1e+07 0.998464121581592 0.945871547629255 0.180101 0.00953721
0.1 0.001 A16 1000 0.2 10000 1e+07 0.998546244567371 0.0874553389118347 0.194884 0.00191147
0.1 0.05 A16 1000 0.25 500 5e+05 0.955295230783749 0.888966222745939 0.191323 0.0866357
0.1 0.01 A16 1000 0.25 500 5e+05 0.962598858935089 0.523030774334176 0.183864 0.0165562
0.1 0.005 A16 1000 0.25 500 5e+05 0.969375366820972 0.221072809019888 0.187044 0.0104784
0.1 0.001 A16 1000 0.25 500 5e+05 0.97826909933053 0.00111814141297464 0.205978 0.00244715
0.1 0.05 A16 1000 0.25 1000 1e+06 0.9785449590774 0.944388927767014 0.2021055 0.090927
0.1 0.01 A16 1000 0.25 1000 1e+06 0.985119657420401 0.793456670719565 0.190237 0.0191217
0.1 0.005 A16 1000 0.25 1000 1e+06 0.983517662499163 0.669796683900547 0.170586 0.0108714
0.1 0.001 A16 1000 0.25 1000 1e+06 0.984810226016407 0.0353204514455382 0.1688905 0.0017634
0.1 0.05 A16 1000 0.25 5000 5e+06 0.994721885762434 0.987510022877453 0.1855815 0.103817
0.1 0.01 A16 1000 0.25 5000 5e+06 0.99662412691845 0.959883964608833 0.1839025 0.0200152
0.1 0.005 A16 1000 0.25 5000 5e+06 0.9969476384238 0.892395205327079 0.1860065 0.00936475
0.1 0.001 A16 1000 0.25 5000 5e+06 0.99714632471226 0.0683313636072441 0.1875185 0.00225528
0.1 0.05 A16 1000 0.25 10000 1e+07 0.99826770737409 0.994836384214729 0.182885 0.0941672
0.1 0.01 A16 1000 0.25 10000 1e+07 0.998518289689191 0.976961490745242 0.1884815 0.0196477
0.1 0.005 A16 1000 0.25 10000 1e+07 0.998593769726787 0.952170062706009 0.187532 0.0095899
0.1 0.001 A16 1000 0.25 10000 1e+07 0.998577718212446 0.493025522964919 0.1857335 0.00209218
0.1 0.05 A17 1000 0.05 500 5e+05 0.944021758959536 0.803952627233281 0.1737285 0.0967097
0.1 0.01 A17 1000 0.05 500 5e+05 0.959601046805558 0.152390969386029 0.194855 0.0208557
0.1 0.005 A17 1000 0.05 500 5e+05 0.961434310401481 0.0122600300386497 0.182351 0.00771549
0.1 0.001 A17 1000 0.05 500 5e+05 0.951395595866174 0.0156620222041916 0.181326 0.000111706
0.1 0.05 A17 1000 0.05 1000 1e+06 0.970473862333457 0.912698639278285 0.1981345 0.0900125
0.1 0.01 A17 1000 0.05 1000 1e+06 0.980963655561359 0.330774511916045 0.191032 0.0170203
0.1 0.005 A17 1000 0.05 1000 1e+06 0.97850010700269 0.00378890388061277 0.173694 0.00981767
0.1 0.001 A17 1000 0.05 1000 1e+06 0.983176393927922 0.21516551245519 0.178037 0.00267956
0.1 0.05 A17 1000 0.05 5000 5e+06 0.996131881222938 0.987228881858 0.1860975 0.0992751
0.1 0.01 A17 1000 0.05 5000 5e+06 0.995334782400225 0.92663745579008 0.183055 0.020246
0.1 0.005 A17 1000 0.05 5000 5e+06 0.995926563729015 0.668585885333991 0.178476 0.00988417
0.1 0.001 A17 1000 0.05 5000 5e+06 0.996009977332158 0.0162465098743946 0.183396 0.00218931
0.1 0.05 A17 1000 0.05 10000 1e+07 0.997660880348952 0.990235386632 0.188444 0.0952306
0.1 0.01 A17 1000 0.05 10000 1e+07 0.997823177079945 0.933376996609522 0.1823855 0.0194528
0.1 0.005 A17 1000 0.05 10000 1e+07 0.997582092022573 0.848016763767495 0.188556 0.0100158
0.1 0.001 A17 1000 0.05 10000 1e+07 0.997884903181884 0.0583538305612505 0.1735085 0.00177613
0.1 0.05 A17 1000 0.1 500 5e+05 0.967476638280095 0.883740836411508 0.17373 0.0802013
0.1 0.01 A17 1000 0.1 500 5e+05 0.965449653847026 0.491028299083952 0.1465695 0.0190823
0.1 0.005 A17 1000 0.1 500 5e+05 0.967371846380603 0.000281073765155872 0.196834 0.00960834
0.1 0.001 A17 1000 0.1 500 5e+05 0.962145897781034 0.0418306886585112 0.2121655 0.00446197
0.1 0.05 A17 1000 0.1 1000 1e+06 0.975573334568024 0.941683360381764 0.1723745 0.109054
0.1 0.01 A17 1000 0.1 1000 1e+06 0.979731578526477 0.687800529673459 0.1817265 0.0212157
0.1 0.005 A17 1000 0.1 1000 1e+06 0.98092634292811 0.0839846589791645 0.2019965 0.00741807
0.1 0.001 A17 1000 0.1 1000 1e+06 0.98216608713477 0.0048219273491298 0.176112 0.00243262
0.1 0.05 A17 1000 0.1 5000 5e+06 0.995471812139549 0.988113791971157 0.1854645 0.0967664
0.1 0.01 A17 1000 0.1 5000 5e+06 0.996744144379776 0.92798925641756 0.1853895 0.0197433
0.1 0.005 A17 1000 0.1 5000 5e+06 0.996786914628252 0.763145991194176 0.189697 0.0101743
0.1 0.001 A17 1000 0.1 5000 5e+06 0.996341898566535 0.0625390100902496 0.1833325 0.00127343
0.1 0.05 A17 1000 0.1 10000 1e+07 0.997241173239521 0.992138372333645 0.1779365 0.0949923
0.1 0.01 A17 1000 0.1 10000 1e+07 0.997813596905734 0.959124522561941 0.176415 0.0202299
0.1 0.005 A17 1000 0.1 10000 1e+07 0.998638610549738 0.898058584799821 0.192231 0.010385
0.1 0.001 A17 1000 0.1 10000 1e+07 0.998161488349408 0.112759949253338 0.1808175 0.00222325
0.1 0.05 A17 1000 0.15 500 5e+05 0.945590148587707 0.869974387003815 0.191105 0.111061
0.1 0.01 A17 1000 0.15 500 5e+05 0.959940120178833 0.599484045784189 0.149998 0.0265789
0.1 0.005 A17 1000 0.15 500 5e+05 0.952024628694645 0.0271168577253416 0.161189 0.00718651
0.1 0.001 A17 1000 0.15 500 5e+05 0.952395461770146 0.00080880139059984 0.1353695 0.00116386
0.1 0.05 A17 1000 0.15 1000 1e+06 0.976377369326035 0.936955246287341 0.174015 0.0837535
0.1 0.01 A17 1000 0.15 1000 1e+06 0.980123655316171 0.733947503275509 0.155086 0.0155632
0.1 0.005 A17 1000 0.15 1000 1e+06 0.98274467888131 0.434770419613199 0.187473 0.0112298
0.1 0.001 A17 1000 0.15 1000 1e+06 0.982027715683311 0.0216037659993379 0.179981 0.00360721
0.1 0.05 A17 1000 0.15 5000 5e+06 0.994920885951918 0.986593324415429 0.192121 0.0992441
0.1 0.01 A17 1000 0.15 5000 5e+06 0.996903417263532 0.941816323019971 0.1777195 0.0185967
0.1 0.005 A17 1000 0.15 5000 5e+06 0.996911322938885 0.869029601046078 0.183936 0.0104335
0.1 0.001 A17 1000 0.15 5000 5e+06 0.996671730684118 0.00521874325855816 0.173507 0.00139258
0.1 0.05 A17 1000 0.15 10000 1e+07 0.99763115526685 0.993979895135745 0.183972 0.100382
0.1 0.01 A17 1000 0.15 10000 1e+07 0.998418008345045 0.974275898258694 0.1724265 0.0199468
0.1 0.005 A17 1000 0.15 10000 1e+07 0.998439728679527 0.932014676730424 0.17845 0.010326
0.1 0.001 A17 1000 0.15 10000 1e+07 0.998224792277599 0.0423441860948779 0.1785785 0.00198299
0.1 0.05 A17 1000 0.2 500 5e+05 0.96790154778768 0.919524773842836 0.179314 0.115219
0.1 0.01 A17 1000 0.2 500 5e+05 0.959565710178132 0.511609254954079 0.1542165 0.0192882
0.1 0.005 A17 1000 0.2 500 5e+05 0.965028296875154 0.0936022806899152 0.1443325 0.00693325
0.1 0.001 A17 1000 0.2 500 5e+05 0.970528004314772 0.000836476580621425 0.1492295 0.000978946
0.1 0.05 A17 1000 0.2 1000 1e+06 0.977863833239247 0.951164991607522 0.192559 0.105155
0.1 0.01 A17 1000 0.2 1000 1e+06 0.984173733729506 0.760733048085359 0.1848395 0.01976
0.1 0.005 A17 1000 0.2 1000 1e+06 0.982658035375916 0.456920962090922 0.1820195 0.00814994
0.1 0.001 A17 1000 0.2 1000 1e+06 0.986640031778675 0.0178983633268262 0.2002055 0.0025009
0.1 0.05 A17 1000 0.2 5000 5e+06 0.995348190570804 0.989487960140712 0.186664 0.0984832
0.1 0.01 A17 1000 0.2 5000 5e+06 0.996749016882757 0.946895002994592 0.181335 0.0202638
0.1 0.005 A17 1000 0.2 5000 5e+06 0.996030264110793 0.888421719176034 0.177359 0.00908209
0.1 0.001 A17 1000 0.2 5000 5e+06 0.997146593264147 0.00943169420001411 0.192353 0.00190595
0.1 0.05 A17 1000 0.2 10000 1e+07 0.998242628501488 0.99463777486112 0.183888 0.098499
0.1 0.01 A17 1000 0.2 10000 1e+07 0.998375802615184 0.972240074458296 0.189435 0.0204493
0.1 0.005 A17 1000 0.2 10000 1e+07 0.998300953682621 0.92736541746905 0.185648 0.00973236
0.1 0.001 A17 1000 0.2 10000 1e+07 0.998608256943008 0.351191331698499 0.189491 0.00193521
0.1 0.05 A17 1000 0.25 500 5e+05 0.96173082452049 0.884280164659322 0.1989075 0.112176
0.1 0.01 A17 1000 0.25 500 5e+05 0.971937967589748 0.626238536782134 0.2085175 0.026526
0.1 0.005 A17 1000 0.25 500 5e+05 0.968960665835504 0.24073489064552 0.1705535 0.0110919
0.1 0.001 A17 1000 0.25 500 5e+05 0.964846345295712 0.000146305873620242 0.147745 0.000261384
0.1 0.05 A17 1000 0.25 1000 1e+06 0.983075236992053 0.950967873546289 0.1793355 0.0912309
0.1 0.01 A17 1000 0.25 1000 1e+06 0.984860016614983 0.724394035221589 0.183361 0.0177313
0.1 0.005 A17 1000 0.25 1000 1e+06 0.987961934614321 0.566456855866115 0.193175 0.00867027
0.1 0.001 A17 1000 0.25 1000 1e+06 0.984574458608619 0.0291537610484707 0.163929 0.00167606
0.1 0.05 A17 1000 0.25 5000 5e+06 0.995936407460474 0.989070069025843 0.178839 0.090144
0.1 0.01 A17 1000 0.25 5000 5e+06 0.997020324543256 0.948821580848346 0.1832325 0.0193375
0.1 0.005 A17 1000 0.25 5000 5e+06 0.997008894242058 0.92008950581572 0.170974 0.00993611
0.1 0.001 A17 1000 0.25 5000 5e+06 0.99686327392917 0.0682031487254127 0.1788995 0.00237499
0.1 0.05 A17 1000 0.25 10000 1e+07 0.997869569475168 0.994205083503917 0.180125 0.0935209
0.1 0.01 A17 1000 0.25 10000 1e+07 0.99828774404602 0.976252599589697 0.1839255 0.0191607
0.1 0.005 A17 1000 0.25 10000 1e+07 0.99846823273813 0.943834279396996 0.17721 0.0105396
0.1 0.001 A17 1000 0.25 10000 1e+07 0.998639155452211 0.443061517776448 0.1832365 0.00190843
0.1 0.05 A18 1000 0.05 500 5e+05 0.956145239987082 0.877253280092647 0.1831025 0.109178
0.1 0.01 A18 1000 0.05 500 5e+05 0.967679906032524 0.216458911395654 0.164749 0.020399
0.1 0.005 A18 1000 0.05 500 5e+05 0.964933519337355 0.0100978605328612 0.1882135 0.0108162
0.1 0.001 A18 1000 0.05 500 5e+05 0.952212139617473 0.0582177735480906 0.1570695 0.00054819
0.1 0.05 A18 1000 0.05 1000 1e+06 0.936159154575439 0.85788259016642 0.1727695 0.10316
0.1 0.01 A18 1000 0.05 1000 1e+06 0.979063107032795 0.20024165855031 0.160881 0.0206064
0.1 0.005 A18 1000 0.05 1000 1e+06 0.983308991851055 0.38168332216122 0.1748645 0.0102845
0.1 0.001 A18 1000 0.05 1000 1e+06 0.975907471141813 0.0380392758528297 0.187397 0.00155669
0.1 0.05 A18 1000 0.05 5000 5e+06 0.996683974671505 0.98682873455432 0.178236 0.0954157
0.1 0.01 A18 1000 0.05 5000 5e+06 0.996076598385769 0.897318147070465 0.1860635 0.0195258
0.1 0.005 A18 1000 0.05 5000 5e+06 0.994738743363643 0.71751232052201 0.1794555 0.0115086
0.1 0.001 A18 1000 0.05 5000 5e+06 0.996415231235213 0.0215468462323086 0.1771955 0.00163879
0.1 0.05 A18 1000 0.05 10000 1e+07 0.997540292103258 0.99332877486728 0.179314 0.0965964
0.1 0.01 A18 1000 0.05 10000 1e+07 0.998374304838882 0.952986154999297 0.183751 0.020228
0.1 0.005 A18 1000 0.05 10000 1e+07 0.99818991271507 0.877198708332711 0.1821615 0.010365
0.1 0.001 A18 1000 0.05 10000 1e+07 0.997873668200749 0.0131231842467181 0.185992 0.000656092
0.1 0.05 A18 1000 0.1 500 5e+05 0.942033274897222 0.855730582756985 0.1665375 0.0982305
0.1 0.01 A18 1000 0.1 500 5e+05 0.960799377500464 0.358564302269712 0.173126 0.0177581
0.1 0.005 A18 1000 0.1 500 5e+05 0.970045231834302 0.019520425327317 0.194174 0.00812917
0.1 0.001 A18 1000 0.1 500 5e+05 0.959773583315778 0.0019661423899061 0.178525 0.00103164
0.1 0.05 A18 1000 0.1 1000 1e+06 0.978235542615846 0.950856849634832 0.1623255 0.0857475
0.1 0.01 A18 1000 0.1 1000 1e+06 0.981610172696046 0.709813161111723 0.1865475 0.0185464
0.1 0.005 A18 1000 0.1 1000 1e+06 0.984186389782794 0.0180432679518538 0.1719 0.0125801
0.1 0.001 A18 1000 0.1 1000 1e+06 0.984061412901067 0.0389048329234753 0.175744 0.00114367
0.1 0.05 A18 1000 0.1 5000 5e+06 0.995993550552195 0.985496790594048 0.181028 0.0997782
0.1 0.01 A18 1000 0.1 5000 5e+06 0.99665491548634 0.928942746856898 0.1863705 0.0208593
0.1 0.005 A18 1000 0.1 5000 5e+06 0.995890802430454 0.75999879919681 0.1796695 0.00938658
0.1 0.001 A18 1000 0.1 5000 5e+06 0.99709576256201 0.00471682482057274 0.1891305 0.00264807
0.1 0.05 A18 1000 0.1 10000 1e+07 0.997846113629799 0.994075261724233 0.1831815 0.0968446
0.1 0.01 A18 1000 0.1 10000 1e+07 0.99791170127717 0.9614096260044 0.1861015 0.0192565
0.1 0.005 A18 1000 0.1 10000 1e+07 0.99831009776792 0.914041086540602 0.1844375 0.0103425
0.1 0.001 A18 1000 0.1 10000 1e+07 0.998347530164669 0.0400025885458772 0.182886 0.00220495
0.1 0.05 A18 1000 0.15 500 5e+05 0.960784300671477 0.865430985337324 0.173961 0.083155
0.1 0.01 A18 1000 0.15 500 5e+05 0.971162569046641 0.596634442481884 0.2125715 0.0215727
0.1 0.005 A18 1000 0.15 500 5e+05 0.966697755516055 0.029990365324873 0.187493 0.00826422
0.1 0.001 A18 1000 0.15 500 5e+05 0.958571734363765 0.00951457930024415 0.194433 0.00214636
0.1 0.05 A18 1000 0.15 1000 1e+06 0.981620185287847 0.9350798402132 0.1903865 0.0972575
0.1 0.01 A18 1000 0.15 1000 1e+06 0.98195243957495 0.749851536448403 0.1753385 0.0191899
0.1 0.005 A18 1000 0.15 1000 1e+06 0.984463895307472 0.403972060057202 0.184045 0.00786917
0.1 0.001 A18 1000 0.15 1000 1e+06 0.986160300991337 0.0380363656125484 0.1893635 0.00194021
0.1 0.05 A18 1000 0.15 5000 5e+06 0.995750074017977 0.988024341981472 0.1827 0.090982
0.1 0.01 A18 1000 0.15 5000 5e+06 0.996314850665174 0.950624857330897 0.1772565 0.0213964
0.1 0.005 A18 1000 0.15 5000 5e+06 0.996623246280842 0.867477391533192 0.1782405 0.00957942
0.1 0.001 A18 1000 0.15 5000 5e+06 0.996762309600863 0.0132931102832862 0.1860595 0.00169076
0.1 0.05 A18 1000 0.15 10000 1e+07 0.998283812978 0.994411559720891 0.1864 0.0928184
0.1 0.01 A18 1000 0.15 10000 1e+07 0.998222627103529 0.969174053410682 0.184407 0.0199071
0.1 0.005 A18 1000 0.15 10000 1e+07 0.997904644541908 0.936606707288374 0.1804515 0.00982042
0.1 0.001 A18 1000 0.15 10000 1e+07 0.998636800295531 0.134286674002865 0.18561 0.00207207
0.1 0.05 A18 1000 0.2 500 5e+05 0.956043723566673 0.885880048286772 0.1608525 0.085345
0.1 0.01 A18 1000 0.2 500 5e+05 0.967752487414074 0.448299018926977 0.180791 0.0161256
0.1 0.005 A18 1000 0.2 500 5e+05 0.962186974995579 0.214512520436 0.184589 0.0103188
0.1 0.001 A18 1000 0.2 500 5e+05 0.971287870097874 0.000810631646492505 0.1865995 0.00250804
0.1 0.05 A18 1000 0.2 1000 1e+06 0.978170338127482 0.928418875785778 0.172189 0.0868541
0.1 0.01 A18 1000 0.2 1000 1e+06 0.98583715603662 0.738993351752435 0.1830715 0.0191052
0.1 0.005 A18 1000 0.2 1000 1e+06 0.985049117811566 0.496732046581469 0.178869 0.00879197
0.1 0.001 A18 1000 0.2 1000 1e+06 0.984199275350974 0.0936110261052549 0.169176 0.00255197
0.1 0.05 A18 1000 0.2 5000 5e+06 0.995157292727939 0.987661112373432 0.175911 0.0941909
0.1 0.01 A18 1000 0.2 5000 5e+06 0.996726579263236 0.937421548925405 0.179458 0.0190828
0.1 0.005 A18 1000 0.2 5000 5e+06 0.996525169763811 0.900121588290294 0.1818625 0.0105667
0.1 0.001 A18 1000 0.2 5000 5e+06 0.997387093505809 0.054029424035968 0.1902825 0.00177884
0.1 0.05 A18 1000 0.2 10000 1e+07 0.996305388010191 0.992441446460019 0.1757235 0.0924678
0.1 0.01 A18 1000 0.2 10000 1e+07 0.998370876635655 0.973972398973842 0.1775775 0.0193907
0.1 0.005 A18 1000 0.2 10000 1e+07 0.998489466885567 0.948554940650727 0.181252 0.0100957
0.1 0.001 A18 1000 0.2 10000 1e+07 0.99867020488049 0.147685774196682 0.183862 0.00168688
0.1 0.05 A18 1000 0.25 500 5e+05 0.959475110982151 0.890276991065096 0.186942 0.112267
0.1 0.01 A18 1000 0.25 500 5e+05 0.968998302819893 0.51466326626274 0.155199 0.0223694
0.1 0.005 A18 1000 0.25 500 5e+05 0.971299310722661 0.473073208368599 0.1898915 0.0117742
0.1 0.001 A18 1000 0.25 500 5e+05 0.973753121460431 0.0143798433839994 0.193788 0.00107645
0.1 0.05 A18 1000 0.25 1000 1e+06 0.982139430053146 0.95288587562742 0.1964255 0.101186
0.1 0.01 A18 1000 0.25 1000 1e+06 0.984009378908422 0.789771940734235 0.1814175 0.019701
0.1 0.005 A18 1000 0.25 1000 1e+06 0.982637590128003 0.622113726945316 0.1840625 0.0119891
0.1 0.001 A18 1000 0.25 1000 1e+06 0.985433314996437 0.0262706718504105 0.198163 0.00282272
0.1 0.05 A18 1000 0.25 5000 5e+06 0.9966432539782 0.991266486234471 0.1845725 0.0945464
0.1 0.01 A18 1000 0.25 5000 5e+06 0.99686747019456 0.955698692932378 0.182973 0.0226325
0.1 0.005 A18 1000 0.25 5000 5e+06 0.996847637358588 0.902128400872666 0.179671 0.0104288
0.1 0.001 A18 1000 0.25 5000 5e+06 0.996907326041679 0.118141503281397 0.1862295 0.00235447
0.1 0.05 A18 1000 0.25 10000 1e+07 0.998218368109121 0.994715434360812 0.1836505 0.0946296
0.1 0.01 A18 1000 0.25 10000 1e+07 0.998275277651668 0.978308629839135 0.1820935 0.0207417
0.1 0.005 A18 1000 0.25 10000 1e+07 0.99853774141674 0.947086800920445 0.1794955 0.00957372
0.1 0.001 A18 1000 0.25 10000 1e+07 0.998480809798493 0.299321212504934 0.1812005 0.00203429
0.1 0.05 A19 1000 0.05 500 5e+05 0.973667585013702 0.856869807898744 0.196599 0.0881631
0.1 0.01 A19 1000 0.05 500 5e+05 0.956463841413015 0.264561583303563 0.159796 0.0169672
0.1 0.005 A19 1000 0.05 500 5e+05 0.955420362289044 0.208933848611857 0.205892 0.0174178
0.1 0.001 A19 1000 0.05 500 5e+05 0.945121247106844 0.0241597639105347 0.150759 0.00250736
0.1 0.05 A19 1000 0.05 1000 1e+06 0.939790572628709 0.882543595607453 0.1682725 0.0953678
0.1 0.01 A19 1000 0.05 1000 1e+06 0.982615689668353 0.726288905103005 0.1740775 0.0321381
0.1 0.005 A19 1000 0.05 1000 1e+06 0.981165273805353 0.322305048588433 0.188458 0.0122982
0.1 0.001 A19 1000 0.05 1000 1e+06 0.968404841365754 0.015193281806363 0.1571835 0.00404697
0.1 0.05 A19 1000 0.05 5000 5e+06 0.99302689452428 0.98066819385992 0.186956 0.0930034
0.1 0.01 A19 1000 0.05 5000 5e+06 0.995764423202733 0.90153714775372 0.182557 0.0176924
0.1 0.005 A19 1000 0.05 5000 5e+06 0.99505625872019 0.790640977596658 0.179865 0.0116902
0.1 0.001 A19 1000 0.05 5000 5e+06 0.99625155042153 0.00416542882187751 0.1849615 0.00233732
0.1 0.05 A19 1000 0.05 10000 1e+07 0.997922033683423 0.99245508425928 0.183159 0.0923309
0.1 0.01 A19 1000 0.05 10000 1e+07 0.997870740106681 0.925816335079205 0.1749035 0.0195499
0.1 0.005 A19 1000 0.05 10000 1e+07 0.998091944184701 0.851265716283187 0.1752875 0.011339
0.1 0.001 A19 1000 0.05 10000 1e+07 0.997849861798663 0.000187081511385218 0.192129 0.00287237
0.1 0.05 A19 1000 0.1 500 5e+05 0.946637885690569 0.868099992711383 0.2089625 0.0951873
0.1 0.01 A19 1000 0.1 500 5e+05 0.960056697849769 0.370859328442591 0.181364 0.0248929
0.1 0.005 A19 1000 0.1 500 5e+05 0.964370999637282 0.273048065426409 0.1984805 0.0135826
0.1 0.001 A19 1000 0.1 500 5e+05 0.965505272973787 0.00459597639331718 0.1728725 0.00410592
0.1 0.05 A19 1000 0.1 1000 1e+06 0.970789540705032 0.932928752676817 0.1546375 0.101394
0.1 0.01 A19 1000 0.1 1000 1e+06 0.98200876398463 0.693532862572073 0.181161 0.0209821
0.1 0.005 A19 1000 0.1 1000 1e+06 0.980407670738092 0.162983324119915 0.1674455 0.0103505
0.1 0.001 A19 1000 0.1 1000 1e+06 0.981779370765091 0.0654810838931057 0.180084 0.0015425
0.1 0.05 A19 1000 0.1 5000 5e+06 0.99481858674416 0.983444355495017 0.1774995 0.0974476
0.1 0.01 A19 1000 0.1 5000 5e+06 0.996248959616656 0.940558086667588 0.1729815 0.0195179
0.1 0.005 A19 1000 0.1 5000 5e+06 0.996773746860659 0.841846326876986 0.1811315 0.0103636
0.1 0.001 A19 1000 0.1 5000 5e+06 0.997116001934793 0.0389489668164655 0.187308 0.00239549
0.1 0.05 A19 1000 0.1 10000 1e+07 0.997380186868277 0.992027015790581 0.176107 0.0960115
0.1 0.01 A19 1000 0.1 10000 1e+07 0.99749664704102 0.955036188975821 0.1777295 0.0188344
0.1 0.005 A19 1000 0.1 10000 1e+07 0.998183314234898 0.916398170620135 0.1773155 0.0103993
0.1 0.001 A19 1000 0.1 10000 1e+07 0.997981546994209 0.22440559647477 0.17675 0.00211904
0.1 0.05 A19 1000 0.15 500 5e+05 0.96756402603021 0.875629738178888 0.1731765 0.109853
0.1 0.01 A19 1000 0.15 500 5e+05 0.968340233969738 0.359888439153241 0.202762 0.0211819
0.1 0.005 A19 1000 0.15 500 5e+05 0.968094832250982 0.0189373771206469 0.208682 0.00940596
0.1 0.001 A19 1000 0.15 500 5e+05 0.970972718685206 0.00334413995495187 0.203386 0.00132614
0.1 0.05 A19 1000 0.15 1000 1e+06 0.979215236630722 0.950495896079617 0.155423 0.0899727
0.1 0.01 A19 1000 0.15 1000 1e+06 0.984221955516784 0.685980557225139 0.189676 0.017697
0.1 0.005 A19 1000 0.15 1000 1e+06 0.984519559990169 0.462854252863889 0.200257 0.00942418
0.1 0.001 A19 1000 0.15 1000 1e+06 0.98421597058733 0.00361960023524163 0.189556 0.00180745
0.1 0.05 A19 1000 0.15 5000 5e+06 0.995828892274187 0.986575466169226 0.177829 0.0969665
0.1 0.01 A19 1000 0.15 5000 5e+06 0.996219626910144 0.932519290126682 0.189672 0.0199399
0.1 0.005 A19 1000 0.15 5000 5e+06 0.9967007916895 0.861296128414715 0.175378 0.00930186
0.1 0.001 A19 1000 0.15 5000 5e+06 0.996305642427255 0.129295846745609 0.183545 0.00215961
0.1 0.05 A19 1000 0.15 10000 1e+07 0.997730881972659 0.993616738379268 0.1716625 0.0929637
0.1 0.01 A19 1000 0.15 10000 1e+07 0.998157181910085 0.967079194882651 0.1827565 0.0198311
0.1 0.005 A19 1000 0.15 10000 1e+07 0.998522044210288 0.927188570009523 0.1781365 0.00921564
0.1 0.001 A19 1000 0.15 10000 1e+07 0.998077592332817 0.0438826872897313 0.178725 0.00174892
0.1 0.05 A19 1000 0.2 500 5e+05 0.961280349103329 0.898846952242983 0.1726135 0.10164
0.1 0.01 A19 1000 0.2 500 5e+05 0.967122819645609 0.496622783237801 0.1892265 0.0164226
0.1 0.005 A19 1000 0.2 500 5e+05 0.970436250362027 0.0251352095131333 0.19156 0.00661379
0.1 0.001 A19 1000 0.2 500 5e+05 0.965821349802019 0.00306846095700229 0.1621065 0.0014272
0.1 0.05 A19 1000 0.2 1000 1e+06 0.980960814680421 0.946594227922211 0.1731865 0.0999655
